ID,SVET,LVET,LAT,LAT2,LON,LON2,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER
1,161,540,45.472016,45.471331,11.131595,11.126137,132.9,132.9,1.9240704,0.88
2,193,540,45.472343,45.471658,11.134042,11.128584,112.3,112.3,1.8027558,0.86
3,203,540,45.47244,45.471755,11.134771,11.129313,104.2,104.2,1.9905726,0.84
4,221,540,45.472648,45.471963,11.136329,11.130871,101.6,101.6,2.0115928,0.86
5,226,540,45.472707,45.472022,11.136773,11.131315,101.4,101.4,1.9871221,0.87
6,238,540,45.472854,45.472169,11.137871,11.132413,102.6,102.6,1.9338657,0.86
7,252,540,45.473017,45.472332,11.139093,11.133635,101,101,1.8823783,0.85
8,329,540,45.473982,45.473297,11.146332,11.140874,118.5,118.5,2.0074392,0.87
9,399,540,45.475079,45.474394,11.15457,11.149112,216.7,216.7,1.8441362,0.94
10,402,540,45.475132,45.474447,11.154973,11.149515,223.3,223.3,1.9041407,0.95
11,415,540,45.475494,45.474809,11.157696,11.152238,300.7,300.7,1.8186851,0.91
12,421,540,45.47559,45.474905,11.158419,11.152961,310,310,1.8471017,0.95
13,450,540,45.475908,45.475223,11.160802,11.155344,300,300,1.6810782,0.92
14,470,540,45.476093,45.475408,11.162192,11.156734,280.6,280.6,1.7103707,0.96
15,481,540,45.476213,45.475528,11.163091,11.157633,276.5,276.5,1.7031171,0.94
16,499,540,45.476389,45.475704,11.164414,11.158956,262.6,262.6,1.7839236,0.96
17,547,540,45.476804,45.476119,11.16752,11.162062,204.7,204.7,1.7995606,0.95
18,571,540,45.477051,45.476366,11.169371,11.163913,190.6,190.6,1.7792605,0.98
19,616,540,45.477596,45.476911,11.173469,11.168011,195.2,195.2,1.7859754,0.96
20,626,540,45.477713,45.477028,11.174345,11.168887,194.6,194.6,1.594969,0.96
21,661,540,45.478126,45.477441,11.177449,11.171991,194.1,194.1,1.7415494,0.97
22,668,540,45.478215,45.47753,11.178125,11.172667,196.8,196.8,1.7674524,0.96
23,718,540,45.478794,45.478109,11.182473,11.177015,192.1,192.1,1.6381338,0.97
24,745,540,45.479116,45.478431,11.184896,11.179438,193.4,193.4,1.7029312,0.96
25,774,540,45.479462,45.478777,11.187494,11.182036,194.5,194.5,1.7493051,0.97
26,785,540,45.479586,45.478901,11.188428,11.18297,192.4,192.4,1.7855074,0.97
27,788,540,45.479619,45.478934,11.188678,11.18322,191.7,191.7,1.7752053,0.96
28,828,540,45.480081,45.479396,11.192155,11.186697,188.1,188.1,1.849362,0.94
29,830,540,45.480105,45.47942,11.192331,11.186873,188,188,1.8328844,0.93
30,845,540,45.480322,45.479637,11.19397,11.188512,203.5,203.5,1.8105935,0.95
31,867,540,45.480695,45.48001,11.196778,11.19132,246.3,246.3,1.8149298,0.94
32,874,540,45.480787,45.480102,11.197469,11.192011,249.8,249.8,1.7882128,0.94
33,909,540,45.481104,45.480419,11.199858,11.1944,214.3,214.3,1.8807381,0.92
34,979,540,45.481679,45.480994,11.204168,11.19871,120,120,1.9170026,0.91
35,983,540,45.481724,45.481039,11.204511,11.199053,119.4,119.4,1.9686829,0.92
36,993,540,45.481829,45.481144,11.2053,11.199842,114.6,114.6,1.9438556,0.92
37,1068,540,45.483074,45.482389,11.214697,11.209239,253,253,2.0501004,0.89
38,1086,540,45.483323,45.482638,11.216579,11.211121,267.6,267.6,2.1402689,0.9
39,1109,540,45.483649,45.482964,11.219038,11.21358,289.1,289.1,2.2187846,0.92
40,1115,540,45.483748,45.483063,11.219782,11.214324,299.9,299.9,2.242677,0.89
41,1172,540,45.4845,45.483815,11.225454,11.219996,332.1,332.1,2.0925754,0.83
42,1192,540,45.484879,45.484194,11.22832,11.222862,387.6,387.6,2.0080463,0.88
43,155,541,45.471978,45.471293,11.131091,11.125633,135,135,1.9523554,0.86
44,225,541,45.472724,45.472039,11.136675,11.131217,101.3,101.3,1.9895018,0.87
45,235,541,45.472844,45.472159,11.137577,11.132119,101.7,101.7,1.9343532,0.85
46,245,541,45.472965,45.47228,11.138486,11.133028,102.4,102.4,1.9158968,0.85
47,261,541,45.473151,45.472466,11.139877,11.134419,100.4,100.4,1.8544573,0.88
48,269,541,45.473247,45.472562,11.140598,11.13514,100.6,100.6,1.9144718,0.86
49,284,541,45.473429,45.472744,11.14196,11.136502,101.7,101.7,1.8684245,0.84
50,292,541,45.473524,45.472839,11.142674,11.137216,101.6,101.6,1.9251645,0.85
51,304,541,45.473669,45.472984,11.14376,11.138302,102.2,102.2,1.9812434,0.89
52,330,541,45.474024,45.473339,11.146423,11.140965,119,119,1.9975441,0.88
53,345,541,45.474203,45.473518,11.147771,11.142313,119.3,119.3,1.8938924,0.9
54,353,541,45.474326,45.473641,11.148695,11.143237,129.7,129.7,1.8101867,0.9
55,381,541,45.474775,45.47409,11.152069,11.146611,172.8,172.8,1.8837549,0.92
56,455,541,45.475982,45.475297,11.161143,11.155685,295.2,295.2,1.7713456,0.9
57,474,541,45.476165,45.47548,11.162508,11.15705,279,279,1.7194448,0.95
58,488,541,45.476316,45.475631,11.163642,11.158184,273.3,273.3,1.7370526,0.95
59,521,541,45.476608,45.475923,11.165834,11.160376,236.3,236.3,1.6912492,0.94
60,567,541,45.477029,45.476344,11.16899,11.163532,189.7,189.7,1.812212,0.98
61,585,541,45.477236,45.476551,11.170542,11.165084,187.2,187.2,1.8453101,0.96
62,734,541,45.479016,45.478331,11.183918,11.17846,193.7,193.7,1.7415277,0.96
63,762,541,45.479348,45.478663,11.186418,11.18096,194.4,194.4,1.8040942,0.96
64,819,541,45.480007,45.479322,11.191376,11.185918,189.4,189.4,1.8086947,0.95
65,822,541,45.480041,45.479356,11.19163,11.186172,188.8,188.8,1.8183726,0.96
66,887,541,45.480953,45.480268,11.198501,11.193043,244.2,244.2,1.7732682,0.94
67,898,541,45.481046,45.480361,11.199202,11.193744,230.5,230.5,1.8550727,0.92
68,905,541,45.481108,45.480423,11.199667,11.194209,222.8,222.8,1.8825247,0.92
69,917,541,45.481195,45.48051,11.20032,11.194862,202.3,202.3,1.8733827,0.91
70,943,541,45.481383,45.480698,11.201727,11.196269,157.6,157.6,1.8876463,0.89
71,965,541,45.481555,45.48087,11.203014,11.197556,124.6,124.6,1.8011547,0.91
72,973,541,45.481635,45.48095,11.203621,11.198163,119.5,119.5,1.8215329,0.91
73,997,541,45.481902,45.481217,11.20563,11.200172,113.8,113.8,1.9396023,0.92
74,1000,541,45.481936,45.481251,11.205888,11.20043,113.4,113.4,1.9330544,0.92
75,1022,541,45.48239,45.481705,11.209314,11.203856,187.5,187.5,2.1554302,0.87
76,1026,541,45.48247,45.481785,11.209915,11.204457,199.8,199.8,2.0350284,0.9
77,1032,541,45.482599,45.481914,11.210892,11.205434,222.2,222.2,1.9741218,0.91
78,1065,541,45.48307,45.482385,11.214448,11.20899,254.2,254.2,2.0607084,0.89
79,1070,541,45.483126,45.482441,11.214871,11.209413,253.3,253.3,2.0575103,0.89
80,1080,541,45.483266,45.482581,11.215921,11.210463,261.6,261.6,2.1495327,0.9
81,1083,541,45.48331,45.482625,11.216255,11.210797,265.1,265.1,2.1419307,0.9
82,1181,541,45.484724,45.484039,11.226932,11.221474,367,367,2.1467641,0.86
83,1185,541,45.484802,45.484117,11.227519,11.222061,378.7,378.7,1.996565,0.89
84,1200,541,45.485018,45.484333,11.229149,11.223691,394.2,394.2,1.9477443,0.88
85,153,542,45.471982,45.471297,11.130905,11.125447,135,135,1.9505054,0.84
86,226,542,45.472764,45.472079,11.136758,11.1313,101.4,101.4,1.9799112,0.87
87,232,542,45.472836,45.472151,11.137295,11.131837,101.4,101.4,1.9465875,0.86
88,237,542,45.472897,45.472212,11.137754,11.132296,102,102,1.9255926,0.85
89,266,542,45.473239,45.472554,11.140317,11.134859,100.4,100.4,1.9032427,0.87
90,305,542,45.473709,45.473024,11.143844,11.138386,102.4,102.4,1.9494234,0.89
91,334,542,45.474103,45.473418,11.146801,11.141343,120.4,120.4,1.9879685,0.89
92,371,542,45.474619,45.473934,11.150672,11.145214,148.3,148.3,1.9525949,0.89
93,376,542,45.474711,45.474026,11.151363,11.145905,160.4,160.4,1.9413064,0.9
94,436,542,45.475836,45.475151,11.159827,11.154369,314.3,314.3,1.7602145,0.95
95,445,542,45.475925,45.47524,11.160489,11.155031,307.3,307.3,1.7596353,0.94
96,475,542,45.476204,45.475519,11.162586,11.157128,278.8,278.8,1.717264,0.95
97,513,542,45.476567,45.475882,11.165304,11.159846,245.7,245.7,1.7223707,0.95
98,518,542,45.476613,45.475928,11.165648,11.16019,240.7,240.7,1.7251624,0.95
99,574,542,45.477145,45.47646,11.169638,11.16418,191.3,191.3,1.7589501,0.97
100,591,542,45.477342,45.476657,11.171116,11.165658,189.6,189.6,1.8442938,0.97
101,627,542,45.477781,45.477096,11.17442,11.168962,194.6,194.6,1.6083089,0.96
102,631,542,45.477826,45.477141,11.174753,11.169295,193.5,193.5,1.6569763,0.97
103,676,542,45.478361,45.477676,11.178775,11.173317,194.5,194.5,1.7653909,0.97
104,791,542,45.479709,45.479024,11.188914,11.183456,190.9,190.9,1.7753877,0.96
105,840,542,45.480297,45.479612,11.193336,11.187878,194.7,194.7,1.8048353,0.96
106,847,542,45.480409,45.479724,11.194177,11.188719,205.7,205.7,1.8112183,0.95
107,865,542,45.480722,45.480037,11.196539,11.191081,243.9,243.9,1.7907235,0.94
108,886,542,45.480972,45.480287,11.198425,11.192967,245.2,245.2,1.7620077,0.94
109,901,542,45.481105,45.48042,11.199419,11.193961,228.5,228.5,1.8592894,0.92
110,903,542,45.481123,45.480438,11.199557,11.194099,226.6,226.6,1.8647135,0.92
111,907,542,45.481147,45.480462,11.199736,11.194278,217.8,217.8,1.8830964,0.92
112,920,542,45.481247,45.480562,11.200485,11.195027,197.7,197.7,1.8911921,0.92
113,922,542,45.481261,45.480576,11.200591,11.195133,194.2,194.2,1.9110583,0.92
114,948,542,45.481444,45.480759,11.201966,11.196508,147.8,147.8,1.7737576,0.91
115,952,542,45.481473,45.480788,11.20218,11.196722,140.8,140.8,1.8427809,0.92
116,957,542,45.481517,45.480832,11.202514,11.197056,135.4,135.4,1.9078657,0.92
117,981,542,45.481756,45.481071,11.204311,11.198853,119,119,1.9594834,0.92
118,1034,542,45.482661,45.481976,11.211142,11.205684,226.2,226.2,1.9700313,0.9
119,1037,542,45.482706,45.482021,11.211479,11.206021,229.8,229.8,2.000259,0.91
120,1059,542,45.483033,45.482348,11.213949,11.208491,256.2,256.2,2.0330077,0.89
121,1062,542,45.483068,45.482383,11.214206,11.208748,255.8,255.8,2.0482719,0.89
122,1064,542,45.483089,45.482404,11.214366,11.208908,254.9,254.9,2.0622294,0.89
123,1071,542,45.483167,45.482482,11.214956,11.209498,253.5,253.5,2.0711667,0.9
124,1105,542,45.483644,45.482959,11.218553,11.213095,283.3,283.3,2.15256,0.9
125,1111,542,45.483741,45.483056,11.219283,11.213825,293.3,293.3,2.2148373,0.91
126,206,543,45.47256,45.471875,11.135007,11.129549,103.7,103.7,2.0114441,0.83
127,216,543,45.472675,45.47199,11.135867,11.130409,102,102,2.0373384,0.86
128,263,543,45.473231,45.472546,11.140039,11.134581,100.3,100.3,1.8819703,0.88
129,300,543,45.473676,45.472991,11.143376,11.137918,101.7,101.7,1.9621139,0.87
130,415,543,45.475575,45.47489,11.157647,11.152189,299.4,299.4,1.8543978,0.92
131,425,543,45.475739,45.475054,11.158878,11.15342,316.2,316.2,1.8386117,0.95
132,441,543,45.475913,45.475228,11.160185,11.154727,310.3,310.3,1.7511527,0.94
133,479,543,45.476276,45.475591,11.162904,11.157446,277.3,277.3,1.7095682,0.95
134,502,543,45.476505,45.47582,11.16462,11.159162,260.7,260.7,1.7584835,0.96
135,560,543,45.477002,45.476317,11.168345,11.162887,189.4,189.4,1.812588,0.97
136,562,543,45.477025,45.47634,11.168521,11.163063,189.3,189.3,1.8207019,0.97
137,564,543,45.47705,45.476365,11.168702,11.163244,189.4,189.4,1.8214836,0.98
138,570,543,45.477124,45.476439,11.169264,11.163806,190.8,190.8,1.7850948,0.97
139,595,543,45.477422,45.476737,11.171496,11.166038,191.2,191.2,1.8194174,0.97
140,598,543,45.477463,45.476778,11.171806,11.166348,193.3,193.3,1.7580439,0.97
141,629,543,45.477831,45.477146,11.174577,11.169119,193.9,193.9,1.6423915,0.97
142,708,543,45.478765,45.47808,11.18159,11.176132,193.5,193.5,1.6929753,0.97
143,721,543,45.478913,45.478228,11.182708,11.17725,191.7,191.7,1.6456241,0.97
144,766,543,45.479453,45.478768,11.186768,11.18131,194.9,194.9,1.7683381,0.96
145,789,543,45.479715,45.47903,11.18874,11.183282,191.5,191.5,1.7890008,0.96
146,792,543,45.479749,45.479064,11.188991,11.183533,190.7,190.7,1.770456,0.96
147,818,543,45.480052,45.479367,11.191274,11.185816,189.6,189.6,1.7942896,0.95
148,839,543,45.480309,45.479624,11.193202,11.187744,192.8,192.8,1.8074414,0.95
149,845,543,45.480404,45.479719,11.19392,11.188462,202.1,202.1,1.8125987,0.95
150,857,543,45.480618,45.479933,11.195538,11.19008,229.7,229.7,1.8507928,0.93
151,905,543,45.481165,45.48048,11.199648,11.19419,222.7,222.7,1.8768793,0.92
152,911,543,45.481206,45.480521,11.199959,11.194501,211.6,211.6,1.8718604,0.92
153,921,543,45.481283,45.480598,11.200534,11.195076,196.1,196.1,1.8996836,0.92
154,1042,543,45.482811,45.482126,11.212047,11.206589,236.5,236.5,2.0140438,0.91
155,1077,543,45.483279,45.482594,11.215581,11.210123,258.6,258.6,2.1583727,0.91
156,1120,543,45.483937,45.483252,11.220548,11.21509,317.3,317.3,2.2163001,0.88
157,1130,543,45.484133,45.483448,11.22203,11.216572,347.4,347.4,2.1174466,0.83
158,1139,543,45.484218,45.483533,11.222671,11.217213,339.7,339.7,1.9392078,0.86
159,1157,543,45.484382,45.483697,11.2239,11.218442,321.7,321.7,2.1771129,0.86
160,1164,543,45.484471,45.483786,11.224575,11.219117,324.6,324.6,2.1026347,0.88
161,1182,543,45.484802,45.484117,11.227078,11.22162,370.6,370.6,2.0715261,0.88
162,1193,543,45.484978,45.484293,11.228406,11.222948,388.6,388.6,1.9963507,0.89
163,229,544,45.472857,45.472172,11.137012,11.131554,101.4,101.4,1.9503794,0.87
164,246,544,45.473062,45.472377,11.138553,11.133095,102.4,102.4,1.9244236,0.85
165,253,544,45.473141,45.472456,11.139143,11.133685,100.6,100.6,1.8880241,0.85
166,288,544,45.473561,45.472876,11.142292,11.136834,101.5,101.5,1.8953308,0.85
167,293,544,45.473621,45.472936,11.142743,11.137285,101.7,101.7,1.9277847,0.85
168,317,544,45.473928,45.473243,11.14504,11.139582,109.2,109.2,1.8953819,0.87
169,327,544,45.474068,45.473383,11.146096,11.140638,117.2,117.2,1.9753696,0.87
170,336,544,45.474185,45.4735,11.146975,11.141517,120.9,120.9,1.9698247,0.88
171,340,544,45.47423,45.473545,11.147308,11.14185,119.7,119.7,1.9079828,0.89
172,350,544,45.474356,45.473671,11.148256,11.142798,122.4,122.4,1.8879661,0.89
173,362,544,45.474536,45.473851,11.149606,11.144148,136.1,136.1,1.9042351,0.9
174,372,544,45.474695,45.47401,11.150801,11.145343,151.1,151.1,1.9352941,0.89
175,375,544,45.474749,45.474064,11.151211,11.145753,158,158,1.9300422,0.9
176,465,544,45.476161,45.475476,11.161822,11.156364,285.8,285.8,1.6941677,0.93
177,476,544,45.476272,45.475587,11.162655,11.157197,278.5,278.5,1.7158649,0.95
178,504,544,45.476552,45.475867,11.164755,11.159297,259,259,1.7405075,0.96
179,536,544,45.476814,45.476129,11.166715,11.161257,214.9,214.9,1.7237754,0.96
180,568,544,45.477127,45.476442,11.169066,11.163608,190.2,190.2,1.8083551,0.97
181,602,544,45.477541,45.476856,11.172173,11.166715,194.2,194.2,1.7611007,0.97
182,608,544,45.477611,45.476926,11.1727,11.167242,193.9,193.9,1.7578849,0.96
183,622,544,45.477783,45.477098,11.17399,11.168532,196.1,196.1,1.6192918,0.96
184,654,544,45.478157,45.477472,11.176801,11.171343,194.4,194.4,1.7415194,0.98
185,672,544,45.478374,45.477689,11.178432,11.172974,195.9,195.9,1.7635495,0.97
186,679,544,45.47845,45.477765,11.179006,11.173548,193.5,193.5,1.7635281,0.98
187,777,544,45.479607,45.478922,11.187706,11.182248,193.4,193.4,1.7780579,0.97
188,798,544,45.479849,45.479164,11.189526,11.184068,191.2,191.2,1.7497599,0.96
189,801,544,45.479886,45.479201,11.189806,11.184348,191.9,191.9,1.740973,0.96
190,806,544,45.479945,45.47926,11.190246,11.184788,191.7,191.7,1.7538146,0.96
191,815,544,45.480047,45.479362,11.191014,11.185556,190.2,190.2,1.7839465,0.95
192,848,544,45.480482,45.479797,11.19429,11.188832,207.7,207.7,1.8121982,0.95
193,858,544,45.480664,45.479979,11.195662,11.190204,231.9,231.9,1.8404727,0.93
194,871,544,45.480864,45.480179,11.197169,11.191711,249.6,249.6,1.7803193,0.94
195,892,544,45.481072,45.480387,11.198729,11.193271,234.6,234.6,1.8353773,0.93
196,923,544,45.481326,45.480641,11.200641,11.195183,193,193,1.9075195,0.92
197,934,544,45.481403,45.480718,11.201219,11.195761,173.2,173.2,1.8941887,0.93
198,940,544,45.481449,45.480764,11.201565,11.196107,163.9,163.9,1.9208165,0.9
199,968,544,45.48167,45.480985,11.203219,11.197761,122.7,122.7,1.8018541,0.91
200,992,544,45.481932,45.481247,11.20519,11.199732,115,115,1.9471216,0.92
201,996,544,45.481976,45.481291,11.205521,11.200063,113.9,113.9,1.9393319,0.92
202,1009,544,45.482151,45.481466,11.206845,11.201387,122.6,122.6,2.0203358,0.91
203,1027,544,45.482579,45.481894,11.21008,11.204622,204.8,204.8,2.0007375,0.9
204,1038,544,45.482776,45.482091,11.211566,11.206108,230.5,230.5,1.9978478,0.9
205,1055,544,45.48304,45.482355,11.213554,11.208096,254.9,254.9,2.0412088,0.9
206,1067,544,45.483177,45.482492,11.214589,11.209131,253.5,253.5,2.0864856,0.89
207,1086,544,45.483446,45.482761,11.216614,11.211156,271,271,2.1295892,0.9
208,1115,544,45.483866,45.483181,11.219785,11.214327,301.6,301.6,2.2804424,0.89
209,1184,544,45.484872,45.484187,11.227382,11.221924,377.4,377.4,2.0223735,0.89
210,1197,544,45.485063,45.484378,11.228826,11.223368,392.4,392.4,1.9768512,0.88
211,150,545,45.472033,45.471348,11.13062,11.125162,135.4,135.4,1.9493161,0.81
212,163,545,45.472179,45.471494,11.131719,11.126261,132.1,132.1,1.8421106,0.88
213,184,545,45.472394,45.471709,11.133325,11.127867,118.6,118.6,1.6971322,0.85
214,224,545,45.472826,45.472141,11.136558,11.1311,101.5,101.5,1.9761385,0.87
215,320,545,45.473996,45.473311,11.14533,11.139872,110.7,110.7,1.8873934,0.87
216,332,545,45.474166,45.473481,11.146608,11.14115,120.8,120.8,1.9653037,0.88
217,335,545,45.474202,45.473517,11.146883,11.141425,121.2,121.2,1.9648388,0.88
218,379,545,45.474854,45.474169,11.151779,11.146321,168.9,168.9,1.8947949,0.91
219,419,545,45.475694,45.475009,11.158098,11.15264,304.8,304.8,1.8775051,0.95
220,468,545,45.476216,45.475531,11.162014,11.156556,282.5,282.5,1.6799748,0.96
221,508,545,45.476614,45.475929,11.164995,11.159537,253.6,253.6,1.699665,0.96
222,531,545,45.476799,45.476114,11.166381,11.160923,220.8,220.8,1.7364367,0.97
223,625,545,45.477843,45.477158,11.174225,11.168767,194.9,194.9,1.6034312,0.96
224,669,545,45.478369,45.477684,11.178172,11.172714,196.7,196.7,1.7778334,0.96
225,790,545,45.479783,45.479098,11.18881,11.183352,191.3,191.3,1.7839033,0.96
226,809,545,45.480007,45.479322,11.190494,11.185036,191.2,191.2,1.7551926,0.96
227,846,545,45.480474,45.479789,11.194007,11.188549,202.8,202.8,1.8094187,0.95
228,849,545,45.480528,45.479843,11.194416,11.188958,209.9,209.9,1.8321366,0.95
229,855,545,45.480641,45.479956,11.195266,11.189808,225.8,225.8,1.8459208,0.93
230,865,545,45.480806,45.480121,11.196509,11.191051,243.6,243.6,1.7676684,0.94
231,883,545,45.481027,45.480342,11.198176,11.192718,247.2,247.2,1.726287,0.95
232,898,545,45.48116,45.480475,11.199173,11.193715,230.6,230.6,1.8517755,0.92
233,901,545,45.481189,45.480504,11.19939,11.193932,228.2,228.2,1.8563043,0.92
234,914,545,45.481286,45.480601,11.200117,11.194659,207,207,1.870068,0.92
235,998,545,45.482027,45.481342,11.205686,11.200228,113.7,113.7,1.9359487,0.92
236,1024,545,45.482536,45.481851,11.209533,11.204075,191.1,191.1,2.1209957,0.89
237,1044,545,45.482899,45.482214,11.212273,11.206815,239.7,239.7,2.008335,0.91
238,1048,545,45.482968,45.482283,11.212791,11.207333,248,248,1.9697374,0.91
239,1062,545,45.483153,45.482468,11.214184,11.208726,255.8,255.8,2.0813254,0.9
240,1065,545,45.483184,45.482499,11.214421,11.208963,254.4,254.4,2.0922572,0.89
241,1080,545,45.483381,45.482696,11.215908,11.21045,262.5,262.5,2.1608784,0.91
242,1083,545,45.483428,45.482743,11.21626,11.210802,266.9,266.9,2.1334738,0.9
243,1099,545,45.483644,45.482959,11.217887,11.212429,277.6,277.6,1.9970475,0.89
244,1134,545,45.484229,45.483544,11.22231,11.216852,344.5,344.5,1.9742101,0.85
245,1149,545,45.484376,45.483691,11.223418,11.21796,333.7,333.7,2.1968498,0.88
246,237,546,45.47301,45.472325,11.137722,11.132264,101.9,101.9,1.9115408,0.85
247,247,546,45.47313,45.472445,11.138623,11.133165,102.2,102.2,1.9298451,0.85
248,250,546,45.473165,45.47248,11.138881,11.133423,101.7,101.7,1.9275333,0.86
249,272,546,45.473426,45.472741,11.140841,11.135383,101.3,101.3,1.8758379,0.84
250,314,546,45.473945,45.47326,11.144727,11.139269,107.8,107.8,1.9018816,0.88
251,334,546,45.474219,45.473534,11.146789,11.141331,121.3,121.3,1.9571364,0.88
252,380,546,45.474901,45.474216,11.151909,11.146451,171.2,171.2,1.8756134,0.92
253,398,546,45.475238,45.474553,11.154443,11.148985,217.1,217.1,1.8230715,0.94
254,401,546,45.475296,45.474611,11.154884,11.149426,225.6,225.6,1.7951987,0.95
255,552,546,45.476999,45.476314,11.167659,11.162201,191.8,191.8,1.7712646,0.96
256,564,546,45.477135,45.47645,11.168681,11.163223,189.6,189.6,1.8218123,0.97
257,597,546,45.477536,45.476851,11.171695,11.166237,193.4,193.4,1.7754751,0.97
258,624,546,45.477861,45.477176,11.174134,11.168676,195.2,195.2,1.6107562,0.96
259,730,546,45.479107,45.478422,11.183499,11.178041,192.5,192.5,1.7169167,0.98
260,772,546,45.479607,45.478922,11.18726,11.181802,194.1,194.1,1.7505585,0.97
261,820,546,45.48016,45.479475,11.191421,11.185963,189.2,189.2,1.7866836,0.95
262,900,546,45.481208,45.480523,11.199312,11.193854,229.1,229.1,1.8538774,0.92
263,939,546,45.4815,45.480815,11.201501,11.196043,165.9,165.9,1.8956918,0.92
264,1001,546,45.482091,45.481406,11.205949,11.200491,113.9,113.9,1.9323063,0.92
265,1009,546,45.482208,45.481523,11.206827,11.201369,122.4,122.4,2.0262054,0.92
266,1060,546,45.483158,45.482473,11.214002,11.208544,255.9,255.9,2.0715688,0.9
267,1145,546,45.484368,45.483683,11.223134,11.217676,337.6,337.6,2.1058703,0.88
268,1199,546,45.485148,45.484463,11.229021,11.223563,394.1,394.1,1.9327606,0.89
269,152,547,45.472115,45.47143,11.130801,11.125343,136.2,136.2,1.939711,0.81
270,229,547,45.472942,45.472257,11.136989,11.131531,101.4,101.4,1.9379033,0.86
271,235,547,45.473014,45.472329,11.137531,11.132073,101.7,101.7,1.9069244,0.85
272,240,547,45.473076,45.472391,11.137996,11.132538,102.6,102.6,1.9211968,0.85
273,254,547,45.473238,45.472553,11.13921,11.133752,100.7,100.7,1.9164819,0.86
274,257,547,45.473274,45.472589,11.139476,11.134018,100.6,100.6,1.9075638,0.86
275,292,547,45.473693,45.473008,11.142622,11.137164,101.3,101.3,1.9196985,0.86
276,315,547,45.473986,45.473301,11.144819,11.139361,108.3,108.3,1.8968432,0.88
277,329,547,45.474184,45.473499,11.146308,11.14085,120,120,1.9501356,0.88
278,333,547,45.474236,45.473551,11.146693,11.141235,121.4,121.4,1.9484539,0.88
279,390,547,45.475117,45.474432,11.153312,11.147854,196.9,196.9,1.8650711,0.92
280,394,547,45.47519,45.474505,11.15386,11.148402,206.3,206.3,1.8461481,0.93
281,405,547,45.475405,45.47472,11.155477,11.150019,237.7,237.7,1.8571899,0.95
282,415,547,45.475687,45.475002,11.157604,11.152146,298.8,298.8,1.9082096,0.94
283,424,547,45.47584,45.475155,11.158753,11.153295,316,316,1.8149991,0.95
284,515,547,45.47673,45.476045,11.165427,11.159969,244.9,244.9,1.6971382,0.96
285,527,547,45.476823,45.476138,11.166124,11.160666,226.5,226.5,1.6979172,0.96
286,537,547,45.476909,45.476224,11.166764,11.161306,214,214,1.7176493,0.97
287,556,547,45.477069,45.476384,11.167968,11.16251,189.9,189.9,1.792926,0.97
288,558,547,45.477092,45.476407,11.168142,11.162684,189.7,189.7,1.8022493,0.97
289,560,547,45.477116,45.476431,11.168317,11.162859,189.5,189.5,1.8138614,0.97
290,566,547,45.477188,45.476503,11.168859,11.163401,189.9,189.9,1.8166037,0.97
291,596,547,45.477551,45.476866,11.171584,11.166126,192.7,192.7,1.7915752,0.97
292,653,547,45.478232,45.477547,11.176701,11.171243,195,195,1.7490532,0.98
293,692,547,45.478684,45.477999,11.180101,11.174643,191.7,191.7,1.773813,0.96
294,706,547,45.478856,45.478171,11.181396,11.175938,194.2,194.2,1.7021129,0.98
295,716,547,45.47897,45.478285,11.182252,11.176794,192.6,192.6,1.6423615,0.97
296,723,547,45.479051,45.478366,11.182857,11.177399,191.8,191.8,1.6673895,0.97
297,763,547,45.479529,45.478844,11.186456,11.180998,194.2,194.2,1.7894542,0.95
298,796,547,45.479911,45.479226,11.189329,11.183871,191.4,191.4,1.7596092,0.96
299,825,547,45.480245,45.47956,11.191841,11.186383,188.4,188.4,1.792162,0.96
300,881,547,45.481064,45.480379,11.198008,11.19255,248.4,248.4,1.7168435,0.96
301,886,547,45.481116,45.480431,11.198399,11.192941,245.9,245.9,1.7165652,0.95
302,895,547,45.481187,45.480502,11.198938,11.19348,233,233,1.843794,0.92
303,925,547,45.481427,45.480742,11.200734,11.195276,189.9,189.9,1.8832818,0.93
304,951,547,45.481609,45.480924,11.202097,11.196639,143,143,1.8058896,0.92
305,970,547,45.481776,45.481091,11.203355,11.197897,121.8,121.8,1.8271134,0.92
306,986,547,45.481954,45.481269,11.204696,11.199238,118.1,118.1,1.9741785,0.92
307,995,547,45.48205,45.481365,11.205418,11.19996,114.3,114.3,1.9448509,0.92
308,1023,547,45.482566,45.481881,11.209315,11.203857,185.4,185.4,2.1988538,0.9
309,1053,547,45.483096,45.482411,11.213311,11.207853,252.7,252.7,1.9995286,0.9
310,1076,547,45.483379,45.482694,11.215445,11.209987,257.8,257.8,2.2217202,0.91
311,1128,547,45.484233,45.483548,11.221894,11.216436,351,351,2.1274468,0.84
312,1130,547,45.484252,45.483567,11.222041,11.216583,349.5,349.5,2.0804776,0.85
313,1178,547,45.484828,45.484143,11.226388,11.22093,355.2,355.2,2.0345442,0.87
314,157,548,45.472204,45.471519,11.131246,11.125788,136.4,136.4,1.9172473,0.83
315,163,548,45.472268,45.471583,11.131724,11.126266,133.5,133.5,1.8427411,0.86
316,207,548,45.472713,45.472028,11.135055,11.129597,103.6,103.6,2.0122305,0.83
317,241,548,45.473117,45.472432,11.138079,11.132621,102.6,102.6,1.9252526,0.85
318,256,548,45.47329,45.472605,11.13938,11.133922,100.6,100.6,1.9254432,0.86
