ID,SVET,LVET,LAT,LAT2,LON,LON2,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER
17875,383,986,45.487868,45.487183,11.152289,11.146831,345.4,345.4,1.7860386,0.95
17876,394,986,45.488054,45.487369,11.153692,11.148234,366.3,366.3,1.8848097,0.95
17877,446,986,45.488607,45.487922,11.157839,11.152381,342.1,342.1,1.7432992,0.95
17878,467,986,45.488797,45.488112,11.159262,11.153804,319.9,319.9,1.7506099,0.97
17879,471,986,45.488843,45.488158,11.15961,11.154152,319.5,319.5,1.7264894,0.98
17880,507,986,45.489175,45.48849,11.162094,11.156636,283.6,283.6,1.7222212,0.97
17881,535,986,45.489394,45.488709,11.163735,11.158277,241.3,241.3,1.7233379,0.96
17882,643,986,45.490663,45.489978,11.173274,11.167816,237.8,237.8,1.7460132,0.98
17883,649,986,45.490734,45.490049,11.173807,11.168349,237.8,237.8,1.7759205,0.97
17884,717,986,45.491529,45.490844,11.179782,11.174324,234.3,234.3,1.8148437,0.97
17885,721,986,45.491577,45.490892,11.180141,11.174683,234.6,234.6,1.8284825,0.97
17886,736,986,45.491744,45.491059,11.181402,11.175944,231,231,1.7812888,0.97
17887,742,986,45.49182,45.491135,11.181968,11.17651,232.7,232.7,1.8142275,0.97
17888,773,986,45.492198,45.491513,11.184817,11.179359,237.5,237.5,1.8257305,0.95
17889,776,986,45.492247,45.491562,11.185186,11.179728,242.6,242.6,1.8456488,0.95
17890,877,986,45.493678,45.492993,11.195962,11.190504,333.4,333.4,1.8896965,0.92
17891,893,986,45.493873,45.493188,11.197431,11.191973,336,336,1.8498816,0.89
17892,903,986,45.493961,45.493276,11.198094,11.192636,324.9,324.9,1.8460557,0.87
17893,933,986,45.49416,45.493475,11.19959,11.194132,266.9,266.9,1.9075604,0.91
17894,957,986,45.494349,45.493664,11.201007,11.195549,231.6,231.6,1.8561894,0.93
17895,959,986,45.494367,45.493682,11.201143,11.195685,229.5,229.5,1.8626684,0.93
17896,979,986,45.494544,45.493859,11.202467,11.197009,207.2,207.2,1.8608839,0.93
17897,1089,986,45.496382,45.495697,11.216351,11.210893,415.6,415.6,2.043606,0.85
17898,1126,986,45.496887,45.496202,11.220157,11.214699,442.8,442.8,1.9689508,0.85
17899,1188,986,45.496275,45.49559,11.21548,11.210022,-66.6,-66.6,1.9910983,0.8
17900,164,987,45.4849,45.484215,11.129791,11.124333,201.7,201.7,2.0074644,0.86
17901,169,987,45.484953,45.484268,11.130191,11.124733,199.4,199.4,2.0117837,0.86
17902,172,987,45.484983,45.484298,11.130418,11.12496,197.3,197.3,1.9936949,0.86
17903,177,987,45.485025,45.48434,11.130726,11.125268,190.4,190.4,1.9519644,0.84
17904,247,987,45.485691,45.485006,11.135716,11.130258,127.6,127.6,1.8861595,0.83
17905,265,987,45.486116,45.485431,11.138911,11.133453,205.7,205.7,2.0140137,0.87
17906,280,987,45.486306,45.485621,11.140338,11.13488,209.9,209.9,1.8300256,0.89
17907,291,987,45.486505,45.48582,11.141832,11.136374,235.1,235.1,1.8837518,0.87
17908,336,987,45.487306,45.486621,11.147855,11.142397,334,334,1.9119222,0.92
17909,422,987,45.488427,45.487742,11.156271,11.150813,370.8,370.8,1.8116235,0.96
17910,470,987,45.488858,45.488173,11.159502,11.154044,318.9,318.9,1.7373876,0.98
17911,493,987,45.489084,45.488399,11.161194,11.155736,301.2,301.2,1.8005072,0.96
17912,533,987,45.489404,45.488719,11.163589,11.158131,243.3,243.3,1.7314853,0.96
17913,571,987,45.489833,45.489148,11.16681,11.161352,235.3,235.3,1.7301107,0.97
17914,573,987,45.489856,45.489171,11.166984,11.161526,235.1,235.1,1.7247942,0.98
17915,668,987,45.490982,45.490297,11.175449,11.169991,235.8,235.8,1.721502,0.98
17916,708,987,45.491454,45.490769,11.178994,11.173536,235.3,235.3,1.7174729,0.98
17917,750,987,45.491939,45.491254,11.182648,11.17719,231.6,231.6,1.8418759,0.96
17918,777,987,45.492294,45.491609,11.185314,11.179856,244.9,244.9,1.8454127,0.95
17919,784,987,45.492442,45.491757,11.186436,11.180978,269.9,269.9,1.8106921,0.96
17920,803,987,45.492815,45.49213,11.189247,11.183789,326,326,1.9221938,0.94
17921,836,987,45.493294,45.492609,11.192854,11.187396,360,360,1.8526948,0.92
17922,887,987,45.493838,45.493153,11.196947,11.191489,338.8,338.8,1.8637527,0.91
17923,890,987,45.493873,45.493188,11.197211,11.191753,338.7,338.7,1.8425645,0.9
17924,897,987,45.493939,45.493254,11.197712,11.192254,332.8,332.8,1.8686689,0.88
17925,910,987,45.494044,45.493359,11.198496,11.193038,314.4,314.4,1.7630316,0.89
17926,914,987,45.494067,45.493382,11.198666,11.193208,305.2,305.2,1.8477984,0.9
17927,932,987,45.494184,45.493499,11.199545,11.194087,269.5,269.5,1.8930419,0.9
17928,1048,987,45.495379,45.494694,11.208544,11.203086,206.2,206.2,1.9947676,0.91
17929,1116,987,45.4968,45.496115,11.219286,11.213828,443.8,443.8,1.8971146,0.88
17930,153,988,45.484824,45.484139,11.129008,11.12355,212.1,212.1,2.0447682,0.85
17931,162,988,45.484907,45.484222,11.12963,11.124172,203,203,1.9916993,0.85
17932,167,988,45.484962,45.484277,11.130037,11.124579,201,201,2.0035632,0.86
17933,210,988,45.485281,45.484596,11.132421,11.126963,128.9,128.9,1.8859082,0.86
17934,216,988,45.485345,45.48466,11.132897,11.127439,125.8,125.8,1.9289839,0.85
17935,223,988,45.485427,45.484742,11.13351,11.128052,125.2,125.2,1.9399716,0.86
17936,307,988,45.486832,45.486147,11.144066,11.138608,275.2,275.2,1.9335439,0.89
17937,313,988,45.486923,45.486238,11.144753,11.139295,282.6,282.6,1.7932914,0.92
17938,318,988,45.486992,45.486307,11.145272,11.139814,286.2,286.2,1.7974006,0.91
17939,354,988,45.487623,45.486938,11.150017,11.144559,361.8,361.8,1.741986,0.94
17940,372,988,45.487801,45.487116,11.151352,11.145894,348.4,348.4,1.8376154,0.94
17941,374,988,45.487822,45.487137,11.151508,11.14605,347.3,347.3,1.8516757,0.94
17942,395,988,45.488132,45.487447,11.153838,11.14838,369.9,369.9,1.8279387,0.95
17943,417,988,45.488405,45.48772,11.155883,11.150425,374,374,1.8507963,0.96
17944,456,988,45.488739,45.488054,11.158388,11.15293,325.9,325.9,1.7232025,0.95
17945,468,988,45.488862,45.488177,11.159306,11.153848,318.4,318.4,1.7421819,0.97
17946,474,988,45.488932,45.488247,11.159838,11.15438,318.3,318.3,1.6926926,0.97
17947,510,988,45.489255,45.48857,11.162258,11.1568,279.3,279.3,1.7410846,0.97
17948,572,988,45.489873,45.489188,11.16689,11.161432,235.2,235.2,1.7309332,0.97
17949,576,988,45.489918,45.489233,11.167231,11.161773,234.5,234.5,1.7288481,0.98
17950,754,988,45.492013,45.491328,11.182978,11.17752,230.7,230.7,1.8550101,0.96
17951,823,988,45.493189,45.492504,11.191845,11.186387,367.6,367.6,1.8225895,0.91
17952,852,988,45.493506,45.492821,11.194233,11.188775,358.5,358.5,1.7452036,0.88
17953,857,988,45.493558,45.492873,11.19462,11.189162,355.7,355.7,1.780513,0.89
17954,885,988,45.493841,45.493156,11.196754,11.191296,338.4,338.4,1.8728971,0.91
17955,889,988,45.493892,45.493207,11.197135,11.191677,339.7,339.7,1.8451707,0.9
17956,954,988,45.494378,45.493693,11.200779,11.195321,234.2,234.2,1.8676176,0.93
17957,962,988,45.494452,45.493767,11.201342,11.195884,226.9,226.9,1.8754025,0.92
17958,979,988,45.494606,45.493921,11.202496,11.197038,209.4,209.4,1.8821818,0.92
17959,993,988,45.494721,45.494036,11.203363,11.197905,190.8,190.8,1.8854323,0.92
17960,1024,988,45.495082,45.494397,11.206082,11.200624,189.7,189.7,2.0300094,0.92
17961,1031,988,45.495204,45.494519,11.207004,11.201546,204.8,204.8,2.0144106,0.92
17962,1133,988,45.497048,45.496363,11.22093,11.215472,451.4,451.4,2.0083772,0.88
17963,1200,988,45.497853,45.497168,11.227006,11.221548,459.9,459.9,1.9264958,0.84
17964,219,989,45.485408,45.484723,11.13315,11.127692,125.5,125.5,1.940529,0.85
17965,249,989,45.48578,45.485095,11.13594,11.130482,130.6,130.6,1.9804238,0.82
17966,285,989,45.48644,45.485755,11.140902,11.135444,216.5,216.5,1.9077756,0.89
17967,322,989,45.487087,45.486402,11.14576,11.140302,293,293,1.8710314,0.89
17968,332,989,45.487286,45.486601,11.14726,11.141802,323,323,1.866837,0.92
17969,361,989,45.487738,45.487053,11.150655,11.145197,362.8,362.8,1.8072637,0.93
17970,449,989,45.488712,45.488027,11.157967,11.152509,336.3,336.3,1.7398503,0.95
17971,457,989,45.488774,45.488089,11.158429,11.152971,323.9,323.9,1.7311696,0.95
17972,490,989,45.489109,45.488424,11.16094,11.155482,302.6,302.6,1.764629,0.96
17973,611,989,45.49036,45.489675,11.170333,11.164875,234.2,234.2,1.7971034,0.98
17974,630,989,45.490581,45.489896,11.171995,11.166537,232.8,232.8,1.7752249,0.99
17975,633,989,45.49062,45.489935,11.172285,11.166827,234,234,1.763517,0.98
17976,661,989,45.490956,45.490271,11.174808,11.16935,235.6,235.6,1.7201909,0.99
17977,671,989,45.491074,45.490389,11.175699,11.170241,235.7,235.7,1.7186618,0.98
17978,675,989,45.491119,45.490434,11.176036,11.170578,234.8,234.8,1.6911372,0.97
17979,713,989,45.491568,45.490883,11.17941,11.173952,234.7,234.7,1.7535688,0.97
17980,732,989,45.491783,45.491098,11.181028,11.17557,231.2,231.2,1.7934531,0.97
17981,741,989,45.491894,45.491209,11.181867,11.176409,233.2,233.2,1.8233617,0.96
17982,791,989,45.492634,45.491949,11.187436,11.181978,289.6,289.6,1.8738098,0.96
17983,827,989,45.493261,45.492576,11.19217,11.186712,366.5,366.5,1.8470081,0.91
17984,855,989,45.493568,45.492883,11.194477,11.189019,357.8,357.8,1.7606129,0.88
17985,891,989,45.493941,45.493256,11.197283,11.191825,338.6,338.6,1.8330834,0.9
17986,921,989,45.494169,45.493484,11.198996,11.193538,291.5,291.5,1.9058969,0.92
17987,924,989,45.49419,45.493505,11.199151,11.193693,286,286,1.8849738,0.91
17988,1016,989,45.494963,45.494278,11.204962,11.199504,169.4,169.4,2.1108228,0.92
17989,1129,989,45.497014,45.496329,11.220456,11.214998,445.7,445.7,1.9243271,0.87
17990,1145,989,45.497271,45.496586,11.2224,11.216942,472.4,472.4,1.9691271,0.92
17991,1148,989,45.497324,45.496639,11.2228,11.217342,479.3,479.3,1.889166,0.93
17992,1172,989,45.496716,45.496031,11.218166,11.212708,140.2,140.2,2.0671769,0.68
17993,164,990,45.484988,45.484303,11.129797,11.124339,203.2,203.2,1.9859354,0.86
17994,169,990,45.485042,45.484357,11.130197,11.124739,200.8,200.8,2.0086798,0.86
17995,184,990,45.485171,45.484486,11.131164,11.125706,182.3,182.3,1.9594777,0.84
17996,187,990,45.485188,45.484503,11.131285,11.125827,175.1,175.1,1.9554073,0.84
17997,225,990,45.485507,45.484822,11.133676,11.128218,125.3,125.3,1.926558,0.86
17998,243,990,45.485721,45.485036,11.135279,11.129821,124.9,124.9,1.8595607,0.84
17999,256,990,45.486953,45.486268,11.144565,11.139107,525.5,525.5,2.3837558,0.77
18000,284,990,45.486456,45.485771,11.140802,11.135344,216.3,216.3,1.9048585,0.88
18001,303,990,45.486828,45.486143,11.143596,11.138138,270.4,270.4,1.9943209,0.89
18002,337,990,45.487417,45.486732,11.148023,11.142565,339,339,1.8949551,0.92
18003,370,990,45.487844,45.487159,11.15123,11.145772,352,352,1.8036756,0.94
18004,389,990,45.488097,45.487412,11.153135,11.147677,362.3,362.3,1.8490006,0.95
18005,395,990,45.488193,45.487508,11.153855,11.148397,371.5,371.5,1.8060672,0.95
18006,422,990,45.488511,45.487826,11.156237,11.150779,370.2,370.2,1.8344624,0.96
18007,486,990,45.489097,45.488412,11.160633,11.155175,305.5,305.5,1.6729476,0.96
18008,566,990,45.489857,45.489172,11.166329,11.160871,234.7,234.7,1.765448,0.97
18009,583,990,45.490048,45.489363,11.167763,11.162305,230.7,230.7,1.7181895,0.98
18010,613,990,45.490414,45.489729,11.170515,11.165057,234.8,234.8,1.782624,0.99
18011,653,990,45.490893,45.490208,11.174119,11.168661,237.1,237.1,1.7504221,0.98
18012,663,990,45.491008,45.490323,11.174983,11.169525,235.9,235.9,1.725467,0.98
18013,673,990,45.491124,45.490439,11.175857,11.170399,235.1,235.1,1.6996591,0.97
18014,744,990,45.491957,45.491272,11.18212,11.176662,232.9,232.9,1.8371793,0.96
18015,750,990,45.492025,45.49134,11.18263,11.177172,231.8,231.8,1.8534668,0.96
18016,756,990,45.492091,45.491406,11.183129,11.177671,230.1,230.1,1.8568183,0.96
18017,774,990,45.492325,45.49164,11.184889,11.179431,238.2,238.2,1.7828918,0.95
18018,782,990,45.492485,45.4918,11.186093,11.180635,262.8,262.8,1.8071379,0.96
18019,793,990,45.492708,45.492023,11.187779,11.182321,298.2,298.2,1.9051836,0.95
18020,799,990,45.49284,45.492155,11.18877,11.183312,321.1,321.1,1.9240907,0.94
18021,802,990,45.492884,45.492199,11.189105,11.183647,324.5,324.5,1.9267662,0.94
18022,807,990,45.492958,45.492273,11.18966,11.184202,330.1,330.1,1.9736074,0.93
18023,815,990,45.49316,45.492475,11.191184,11.185726,370.7,370.7,1.8020552,0.92
18024,820,990,45.493217,45.492532,11.191616,11.186158,370.2,370.2,1.8233381,0.92
18025,868,990,45.493717,45.493032,11.195374,11.189916,345.4,345.4,1.998432,0.88
18026,923,990,45.494213,45.493528,11.199105,11.193647,288.5,288.5,1.892151,0.92
18027,966,990,45.494549,45.493864,11.201623,11.196165,224.1,224.1,1.9168498,0.93
18028,973,990,45.494619,45.493934,11.20215,11.196692,219.5,219.5,1.962755,0.93
18029,1012,990,45.494929,45.494244,11.204478,11.19902,163.3,163.3,1.974304,0.93
18030,1025,990,45.495159,45.494474,11.20622,11.200762,192.9,192.9,2.0349708,0.91
18031,1034,990,45.495321,45.494636,11.207437,11.201979,214,214,1.9373237,0.92
18032,1054,990,45.495546,45.494861,11.209134,11.203676,210.4,210.4,2.0005245,0.93
18033,1117,990,45.4969,45.496215,11.21937,11.213912,444.7,444.7,1.9116625,0.88
18034,1131,990,45.497077,45.496392,11.220709,11.215251,449.9,449.9,1.9374824,0.88
18035,1134,990,45.497124,45.496439,11.221063,11.215605,454.4,454.4,1.9687156,0.89
18036,1168,990,45.497701,45.497016,11.225424,11.219966,522.9,522.9,1.9343034,0.84
18037,155,991,45.484933,45.484248,11.129165,11.123707,212.1,212.1,2.0390399,0.85
18038,233,991,45.48563,45.484945,11.134376,11.128918,124.9,124.9,1.8352663,0.87
18039,235,991,45.485653,45.484968,11.134549,11.129091,124.6,124.6,1.8358165,0.86
18040,274,991,45.486359,45.485674,11.139854,11.134396,214.1,214.1,1.9052784,0.85
18041,291,991,45.486617,45.485932,11.141791,11.136333,234.6,234.6,1.9226248,0.88
18042,333,991,45.487367,45.486682,11.147428,11.14197,327.7,327.7,1.8661922,0.92
18043,404,991,45.488352,45.487667,11.154827,11.149369,380.2,380.2,1.8228711,0.94
18044,468,991,45.488941,45.488256,11.159244,11.153786,316.5,316.5,1.721768,0.97
18045,502,991,45.489264,45.488579,11.161661,11.156203,286.2,286.2,1.7057718,0.96
18046,523,991,45.48943,45.488745,11.162906,11.157448,255.2,255.2,1.7869976,0.97
18047,595,991,45.490219,45.489534,11.168835,11.163377,231.3,231.3,1.7856944,0.98
18048,608,991,45.490385,45.4897,11.170076,11.164618,235.5,235.5,1.7795169,0.98
18049,622,991,45.490541,45.489856,11.171253,11.165795,232.1,232.1,1.8053027,0.98
18050,628,991,45.490613,45.489928,11.171794,11.166336,232.5,232.5,1.7959556,0.98
18051,664,991,45.491049,45.490364,11.17507,11.169612,236.2,236.2,1.7338904,0.98
18052,696,991,45.491423,45.490738,11.177882,11.172424,234.6,234.6,1.7021184,0.98
18053,706,991,45.491544,45.490859,11.178793,11.173335,235.7,235.7,1.7320349,0.98
18054,721,991,45.49172,45.491035,11.180115,11.174657,235.2,235.2,1.8056171,0.97
18055,747,991,45.49202,45.491335,11.182368,11.17691,232.4,232.4,1.8480853,0.96
18056,755,991,45.492109,45.491424,11.183039,11.177581,230.5,230.5,1.8628833,0.96
18057,768,991,45.492268,45.491583,11.184236,11.178778,232.6,232.6,1.7868563,0.96
18058,794,991,45.492757,45.492072,11.187921,11.182463,301.3,301.3,1.9424108,0.95
18059,832,991,45.493373,45.492688,11.192568,11.18711,365,365,1.8546759,0.92
18060,870,991,45.493762,45.493077,11.195492,11.190034,342.9,342.9,2.0030238,0.88
18061,885,991,45.493931,45.493246,11.196767,11.191309,340.2,340.2,1.8635639,0.91
18062,887,991,45.493957,45.493272,11.196963,11.191505,341.1,341.1,1.8454866,0.91
18063,903,991,45.494105,45.49342,11.198072,11.192614,325.7,325.7,1.7668728,0.87
18064,913,991,45.494171,45.493486,11.19857,11.193112,306.4,306.4,1.8182632,0.91
18065,916,991,45.494192,45.493507,11.198724,11.193266,300.8,300.8,1.8701623,0.92
18066,935,991,45.494317,45.493632,11.199663,11.194205,263.7,263.7,1.8935273,0.91
18067,952,991,45.494444,45.493759,11.200618,11.19516,236.2,236.2,1.8555784,0.92
18068,959,991,45.49451,45.493825,11.201112,11.195654,229.9,229.9,1.841527,0.92
18069,963,991,45.494548,45.493863,11.201397,11.195939,226.4,226.4,1.8655782,0.92
18070,968,991,45.494598,45.493913,11.201771,11.196313,223,223,1.9107175,0.93
18071,986,991,45.49475,45.494065,11.202914,11.197456,200.5,200.5,1.8919658,0.9
18072,991,991,45.49479,45.494105,11.20322,11.197762,193.7,193.7,1.8994875,0.91
18073,1032,991,45.495319,45.494634,11.2072,11.201742,211.4,211.4,1.9644988,0.92
18074,1045,991,45.495469,45.494784,11.208334,11.202876,210.6,210.6,1.8838284,0.92
18075,1047,991,45.49549,45.494805,11.208495,11.203037,209.8,209.8,1.9402038,0.9
18076,1081,991,45.49617,45.495485,11.213633,11.208175,316.7,316.7,1.9934526,0.9
18077,1139,991,45.497228,45.496543,11.221625,11.216167,460.9,460.9,1.9764775,0.9
18078,1152,991,45.497456,45.496771,11.22335,11.217892,490,490,1.9856021,0.92
18079,159,992,45.485002,45.484317,11.12946,11.124002,209.4,209.4,2.0078345,0.85
18080,224,992,45.485555,45.48487,11.133594,11.128136,126.4,126.4,1.9423079,0.86
18081,238,992,45.485717,45.485032,11.134808,11.12935,124.5,124.5,1.840918,0.86
18082,271,992,45.486353,45.485668,11.139588,11.13413,214.6,214.6,1.951104,0.87
18083,324,992,45.487225,45.48654,11.14614,11.140682,304.1,304.1,1.9805534,0.91
18084,329,992,45.487318,45.486633,11.146841,11.141383,316.7,316.7,1.8479314,0.92
18085,342,992,45.487561,45.486876,11.148666,11.143208,349.5,349.5,1.7954351,0.93
18086,350,992,45.487685,45.487,11.1496,11.144142,360.4,360.4,1.7625145,0.93
18087,360,992,45.487814,45.487129,11.150568,11.14511,364.1,364.1,1.8161171,0.93
18088,394,992,45.488236,45.487551,11.153737,11.148279,370.8,370.8,1.8127292,0.95
18089,466,992,45.488945,45.48826,11.159053,11.153595,316.2,316.2,1.7322253,0.97
18090,481,992,45.489101,45.488416,11.160223,11.154765,308,308,1.6240161,0.95
18091,492,992,45.489204,45.488519,11.160993,11.155535,297.6,297.6,1.7236664,0.97
18092,495,992,45.489229,45.488544,11.161182,11.155724,293.7,293.7,1.7168677,0.97
18093,532,992,45.489535,45.48885,11.163474,11.158016,244,244,1.7637654,0.96
18094,548,992,45.489703,45.489018,11.164734,11.159276,235.8,235.8,1.7449261,0.96
18095,550,992,45.489725,45.48904,11.164902,11.159444,235.3,235.3,1.7369799,0.96
18096,620,992,45.490546,45.489861,11.171069,11.165611,232.2,232.2,1.8063587,0.98
18097,625,992,45.490605,45.48992,11.171513,11.166055,232.1,232.1,1.8095914,0.98
18098,655,992,45.490973,45.490288,11.174279,11.168821,237,237,1.7120175,0.98
18099,688,992,45.491354,45.490669,11.177142,11.171684,233.5,233.5,1.7326641,0.98
18100,749,992,45.492071,45.491386,11.18253,11.177072,232,232,1.8551453,0.96
18101,757,992,45.492159,45.491474,11.183196,11.177738,229.8,229.8,1.8607207,0.96
18102,760,992,45.49219,45.491505,11.183432,11.177974,228.3,228.3,1.842194,0.97
18103,782,992,45.492537,45.491852,11.186045,11.180587,261.2,261.2,1.7874486,0.96
18104,839,992,45.493477,45.492792,11.193126,11.187668,362.3,362.3,1.8391046,0.92
18105,869,992,45.493784,45.493099,11.195441,11.189983,345.1,345.1,1.9931608,0.88
18106,970,992,45.494647,45.493962,11.201924,11.196466,222.2,222.2,1.9071015,0.92
18107,994,992,45.494846,45.494161,11.203418,11.19796,190.7,190.7,1.9171262,0.92
18108,1004,992,45.49491,45.494225,11.203893,11.198435,170.2,170.2,1.8827497,0.89
18109,1016,992,45.495044,45.494359,11.204905,11.199447,167.7,167.7,2.1391141,0.92
18110,1027,992,45.495253,45.494568,11.206486,11.201028,198.1,198.1,2.0536234,0.91
18111,1034,992,45.495385,45.4947,11.207478,11.20202,216.8,216.8,1.9134588,0.92
18112,1050,992,45.495556,45.494871,11.208772,11.203314,210.7,210.7,1.9716227,0.9
18113,1090,992,45.496563,45.495878,11.216387,11.210929,415.3,415.3,1.9564111,0.83
18114,1110,992,45.496868,45.496183,11.218686,11.213228,442.1,442.1,1.9111464,0.89
18115,1172,992,45.496632,45.495947,11.216861,11.211403,75.9,75.9,1.8395184,0.6
18116,1178,992,45.49669,45.496005,11.217296,11.211838,71.1,71.1,1.7531598,0.7
18117,156,993,45.485004,45.484319,11.129253,11.123795,212.8,212.8,2.0288376,0.85
18118,163,993,45.485067,45.484382,11.129724,11.124266,205.1,205.1,1.9603944,0.86
18119,168,993,45.485118,45.484433,11.13011,11.124652,202.1,202.1,1.9886129,0.86
18120,171,993,45.48515,45.484465,11.130346,11.124888,200.5,200.5,1.9946218,0.86
18121,180,993,45.48523,45.484545,11.130943,11.125485,190.2,190.2,1.8965107,0.83
18122,265,993,45.486294,45.485609,11.138921,11.133463,208.5,208.5,2.0043386,0.85
18123,304,993,45.486932,45.486247,11.143719,11.138261,273.2,273.2,1.9874369,0.9
18124,310,993,45.487024,45.486339,11.144407,11.138949,280.7,280.7,1.9416869,0.9
18125,359,993,45.487832,45.487147,11.15048,11.145022,364.5,364.5,1.8091427,0.93
18126,369,993,45.487925,45.48724,11.151177,11.145719,354.9,354.9,1.7934215,0.94
18127,393,993,45.488249,45.487564,11.15361,11.148152,369.3,369.3,1.8200311,0.95
18128,402,993,45.488384,45.487699,11.154629,11.149171,380,380,1.8187027,0.95
18129,417,993,45.488548,45.487863,11.155854,11.150396,374.5,374.5,1.8332244,0.96
18130,452,993,45.488845,45.48816,11.158083,11.152625,330.4,330.4,1.6982966,0.96
18131,460,993,45.488909,45.488224,11.158557,11.153099,318.5,318.5,1.7487655,0.95
18132,465,993,45.48896,45.488275,11.158947,11.153489,315.8,315.8,1.7333506,0.97
18133,471,993,45.489027,45.488342,11.159446,11.153988,314,314,1.6918934,0.97
18134,477,993,45.48909,45.488405,11.159918,11.15446,310.9,310.9,1.6479321,0.95
18135,552,993,45.489776,45.489091,11.165062,11.159604,234.8,234.8,1.7349687,0.96
18136,567,993,45.489953,45.489268,11.166395,11.160937,234.6,234.6,1.7719962,0.96
18137,573,993,45.490025,45.48934,11.166936,11.161478,235,235,1.736127,0.98
18138,642,993,45.490849,45.490164,11.173122,11.167664,237.3,237.3,1.7225388,0.98
18139,662,993,45.491083,45.490398,11.174882,11.169424,236.4,236.4,1.710849,0.98
18140,701,993,45.491542,45.490857,11.178337,11.172879,235.9,235.9,1.7085727,0.98
18141,766,993,45.492297,45.491612,11.184014,11.178556,231.1,231.1,1.7952419,0.97
18142,785,993,45.492624,45.491939,11.186475,11.181017,269.7,269.7,1.8224469,0.96
18143,807,993,45.493063,45.492378,11.189791,11.184333,337.8,337.8,2.0969033,0.92
18144,809,993,45.493119,45.492434,11.190216,11.184758,350.1,350.1,2.0717678,0.92
18145,813,993,45.493224,45.492539,11.191007,11.185549,371.9,371.9,1.8076807,0.92
18146,850,993,45.493629,45.492944,11.194052,11.188594,360.2,360.2,1.7413964,0.88
18147,863,993,45.493763,45.493078,11.19506,11.189602,353.1,353.1,1.8196135,0.89
18148,879,993,45.493914,45.493229,11.196199,11.190741,339.1,339.1,1.8567573,0.91
18149,908,993,45.494201,45.493516,11.198357,11.192899,318.6,318.6,1.7163741,0.89
18150,923,993,45.494304,45.493619,11.199128,11.19367,290.8,290.8,1.897871,0.92
18151,944,993,45.494437,45.493752,11.200126,11.194668,247.7,247.7,1.862391,0.9
18152,960,993,45.494577,45.493892,11.201177,11.195719,229.5,229.5,1.8441468,0.92
18153,962,993,45.494595,45.49391,11.201313,11.195855,227.4,227.4,1.8554501,0.92
18154,965,993,45.494625,45.49394,11.201534,11.196076,225.2,225.2,1.8675242,0.91
18155,981,993,45.494772,45.494087,11.202642,11.197184,209.8,209.8,1.9174166,0.91
18156,1023,993,45.495211,45.494526,11.205944,11.200486,189.1,189.1,2.0278062,0.91
18157,1058,993,45.49569,45.495005,11.209558,11.2041,215.1,215.1,2.0535185,0.94
18158,1064,993,45.495789,45.495104,11.210302,11.204844,225.8,225.8,2.0843954,0.89
18159,1101,993,45.496769,45.496084,11.217719,11.212261,433.9,433.9,1.8863067,0.88
18160,1135,993,45.497223,45.496538,11.22115,11.215692,455.5,455.5,1.9667489,0.89
18161,1170,993,45.496044,45.495359,11.212176,11.206718,-149.7,-149.7,1.8299624,0.73
18162,1200,993,45.497998,45.497313,11.22699,11.221532,461,461,1.8031427,0.84
18163,167,994,45.485137,45.484452,11.130029,11.124571,202.9,202.9,1.9769421,0.86
18164,175,994,45.485218,45.484533,11.130633,11.125175,197.4,197.4,1.9778052,0.85
18165,209,994,45.485444,45.484759,11.132321,11.126863,130.6,130.6,1.887643,0.85
18166,233,994,45.485714,45.485029,11.134346,11.128888,124.6,124.6,1.8712991,0.87
18167,246,994,45.485871,45.485186,11.13552,11.130062,125.1,125.1,1.8518865,0.83
18168,264,994,45.486291,45.485606,11.138678,11.13322,201.3,201.3,2.1048983,0.82
18169,283,994,45.486564,45.485879,11.140728,11.13527,218.6,218.6,1.8972613,0.87
18170,325,994,45.48731,45.486625,11.146335,11.140877,310.1,310.1,1.9029798,0.93
18171,338,994,45.487555,45.48687,11.148179,11.142721,343.9,343.9,1.8852609,0.93
18172,351,994,45.487757,45.487072,11.149702,11.144244,361.7,361.7,1.7747814,0.93
18173,375,994,45.488017,45.487332,11.151646,11.146188,352,352,1.8292124,0.94
18174,387,994,45.488175,45.48749,11.152832,11.147374,357.7,357.7,1.8763678,0.95
18175,400,994,45.488387,45.487702,11.154426,11.148968,379.2,379.2,1.8037147,0.95
18176,491,994,45.489248,45.488563,11.160886,11.155428,297.4,297.4,1.6864664,0.97
18177,493,994,45.489266,45.488581,11.161022,11.155564,295.3,295.3,1.679791,0.98
18178,497,994,45.489298,45.488613,11.161254,11.155796,289.2,289.2,1.6971062,0.97
18179,511,994,45.489426,45.488741,11.162215,11.156757,275,275,1.7519986,0.97
18180,540,994,45.489667,45.488982,11.164026,11.158568,236.8,236.8,1.7693896,0.95
18181,580,994,45.490135,45.48945,11.167538,11.16208,234.3,234.3,1.7062911,0.98
18182,588,994,45.490229,45.489544,11.168244,11.162786,234.1,234.1,1.6907095,0.99
18183,602,994,45.4904,45.489715,11.169529,11.164071,236,236,1.7607834,0.98
18184,623,994,45.490637,45.489952,11.171314,11.165856,231.8,231.8,1.8253166,0.98
18185,654,994,45.491017,45.490332,11.17417,11.168712,236.8,236.8,1.7029941,0.98
