ID,SVET,LVET,LAT,LAT2,LON,LON2,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER,geometry,HEIGHT_RELATIVE,tinitaly_height,copernicus_height,HEIGHT_ABSOLUTE_TIN,diff_tinitaly,HEIGHT_ABSOLUTE_COP,diff_copernicus,outlier_score
8,329,540,45.473982,45.473297,11.146332,11.140874,118.5,118.5,2.0074392,0.87,POINT (667338.0923811094 5037759.230136217),118.5,118.2159,116.825676,122.45160522460935,4.23570861816404,123.18215637207032,6.356480407714855,0.017397753045468756
10,402,540,45.475132,45.474447,11.154973,11.149515,223.3,223.3,1.9041407,0.95,POINT (668010.0791626761 5037905.026474395),223.3,220.6239,228.83276,227.25160522460936,6.627703857421864,227.98215637207034,-0.8506072998046648,0.011899223361330646
12,421,540,45.47559,45.474905,11.158419,11.152961,310.0,310.0,1.8471017,0.95,POINT (668278.0592206989 5037963.121393342),310.0,320.4486,318.76776,313.95160522460935,-6.497003173828148,314.6821563720703,-4.085604858398426,0.011489580020760726
13,450,540,45.475908,45.475223,11.160802,11.155344,300.0,300.0,1.6810782,0.92,POINT (668463.3681216206 5038003.444630766),300.0,300.032,300.7668,303.95160522460935,3.9195922851562273,304.6821563720703,3.915341186523449,0.03513139469355264
14,470,540,45.476093,45.475408,11.162192,11.156734,280.6,280.6,1.7103707,0.96,POINT (668571.4589851797 5038026.913350752),280.6,279.7873,279.35437,284.5516052246094,4.764312744140625,285.28215637207035,5.927786254882847,0.03402536404370493
15,481,540,45.476213,45.475528,11.163091,11.157633,276.5,276.5,1.7031171,0.94,POINT (668641.3666899056 5038042.131806454),276.5,277.9957,278.17157,280.45160522460935,2.4559082031249773,281.1821563720703,3.010586547851574,0.03915946685278726
16,499,540,45.476389,45.475704,11.164414,11.158956,262.6,262.6,1.7839236,0.96,POINT (668744.2465599853 5038064.463015244),262.6,264.1083,264.17783,266.5516052246094,2.44329833984375,267.28215637207035,3.1043304443359716,0.03715063598340318
18,571,540,45.477051,45.476366,11.169371,11.163913,190.6,190.6,1.7792605,0.98,POINT (669129.7021442872 5038148.433472843),190.6,196.0017,195.85681,194.55160522460935,-1.450088500976591,195.28215637207032,-0.5746551513671818,0.03214211966898939
19,616,540,45.477596,45.476911,11.173469,11.168011,195.2,195.2,1.7859754,0.96,POINT (669448.3619656644 5038217.617234845),195.2,198.0212,198.7929,199.15160522460934,1.1304107666015284,199.8821563720703,1.089263916015625,0.03744665473106579
20,626,540,45.477713,45.477028,11.174345,11.168887,194.6,194.6,1.594969,0.96,POINT (669516.4772811943 5038232.463738501),194.6,197.7788,198.55145,198.55160522460935,0.7728118896484091,199.28215637207032,0.7307037353515682,0.04016540350102349
21,661,540,45.478126,45.477441,11.177449,11.171991,194.1,194.1,1.7415494,0.97,POINT (669757.8380969733 5038284.901530355),194.1,198.7235,198.86305,198.05160522460935,-0.6718902587890909,198.78215637207032,-0.08089599609374432,0.053337419954411824
22,668,540,45.478215,45.47753,11.178125,11.172667,196.8,196.8,1.7674524,0.96,POINT (669810.4048670637 5038296.21792145),196.8,198.6327,199.18529,200.75160522460936,2.118899536132801,201.48215637207034,2.2968688964843977,0.04982394708168514
23,718,540,45.478794,45.478109,11.182473,11.177015,192.1,192.1,1.6381338,0.97,POINT (670148.4881022482 5038369.743416089),192.1,197.2426,197.31453,196.05160522460935,-1.190994262695341,196.78215637207032,-0.5323730468749943,0.05829817070655613
24,745,540,45.479116,45.478431,11.184896,11.179438,193.4,193.4,1.7029312,0.96,POINT (670336.889916908 5038410.651688183),193.4,198.0191,198.53673,197.35160522460936,-0.667498779296892,198.08215637207033,-0.45457153320310795,0.0661214144683911
25,774,540,45.479462,45.478777,11.187494,11.182036,194.5,194.5,1.7493051,0.97,POINT (670538.8943053576 5038454.603515095),194.5,198.4018,198.71524,198.45160522460935,0.04981079101560226,199.18215637207032,0.46691589355469887,0.0606466748837311
26,785,540,45.479586,45.478901,11.188428,11.18297,192.4,192.4,1.7855074,0.97,POINT (670611.51692533 5038470.362849727),192.4,200.0347,198.48814,196.35160522460936,-3.683093261718767,197.08215637207033,-1.405987548828108,0.057404009665166345
27,788,540,45.479619,45.478934,11.188678,11.18322,191.7,191.7,1.7752053,0.96,POINT (670630.9560489359 5038474.560058829),191.7,199.4485,197.52118,195.65160522460934,-3.7968963623047216,196.3821563720703,-1.1390228271484375,0.056519646415757574
28,828,540,45.480081,45.479396,11.192155,11.186697,188.1,188.1,1.849362,0.94,POINT (670901.3038180083 5038533.278439363),188.1,195.0479,194.99825,192.05160522460935,-2.996292114257841,192.78215637207032,-2.2160888671874943,0.06488029762353731
29,830,540,45.480105,45.47942,11.192331,11.186873,188.0,188.0,1.8328844,0.93,POINT (670914.986398732 5038536.319228389),188.0,195.0798,195.2041,191.95160522460935,-3.1281982421875227,192.68215637207032,-2.521945190429676,0.06678518662658905
30,845,540,45.480322,45.479637,11.19397,11.188512,203.5,203.5,1.8105935,0.95,POINT (671042.424543503 5038563.9159045),203.5,211.2565,210.38393,207.45160522460935,-3.8048950195312727,208.18215637207032,-2.2017700195312386,0.06706703762412447
31,867,540,45.480695,45.48001,11.196778,11.19132,246.3,246.3,1.8149298,0.94,POINT (671260.7506238765 5038611.338019297),246.3,256.3915,257.2275,250.25160522460936,-6.139904785156261,250.98215637207034,-6.24535217285154,0.061164210866477275
32,874,540,45.480787,45.480102,11.197469,11.192011,249.8,249.8,1.7882128,0.94,POINT (671314.4757909104 5038623.032416419),249.8,258.2337,258.86874,253.75160522460936,-4.482098388671886,254.48215637207034,-4.38658752441404,0.06590159125326572
33,909,540,45.481104,45.480419,11.199858,11.1944,214.3,214.3,1.8807381,0.92,POINT (671500.2221461518 5038663.348001112),214.3,222.2123,222.90585,218.25160522460936,-3.960690307617199,218.98215637207034,-3.9236968994140398,0.06552732823766799
34,979,540,45.481679,45.480994,11.204168,11.19871,120.0,120.0,1.9170026,0.91,POINT (671835.3127856593 5038736.439847981),120.0,125.2712,125.383224,123.95160522460935,-1.3195968627929915,124.68215637207032,-0.7010681152343636,0.06094287962231365
35,983,540,45.481724,45.481039,11.204511,11.199053,119.4,119.4,1.9686829,0.92,POINT (671861.9821068769 5038742.1730302675),119.4,125.9041,126.57836,123.35160522460936,-2.5524932861328296,124.08215637207033,-2.496205139160139,0.06679478364007518
36,993,540,45.481829,45.481144,11.2053,11.199842,114.6,114.6,1.9438556,0.92,POINT (671923.324633615 5038755.526641614),114.6,124.9694,125.5616,118.55160522460935,-6.41779327392581,119.28215637207032,-6.279443359374994,0.05570033192964907
37,1068,540,45.483074,45.482389,11.214697,11.209239,253.0,253.0,2.0501004,0.89,POINT (672653.914147586 5038913.998207351),253.0,261.6667,259.56815,256.95160522460935,-4.715081787109398,257.6821563720703,-1.8859893798828011,0.04890726889393099
38,1086,540,45.483323,45.482638,11.216579,11.211121,267.6,267.6,2.1402689,0.9,POINT (672800.2313337428 5038945.708435083),267.6,274.9929,271.4427,271.5516052246094,-3.4412841796875,272.28215637207035,0.8394683837890966,0.04298077443587889
39,1109,540,45.483649,45.482964,11.219038,11.21358,289.1,289.1,2.2187846,0.92,POINT (672991.4037369669 5038987.219116674),289.1,296.7157,298.2462,293.0516052246094,-3.664093017578125,293.78215637207035,-4.464028930664028,0.03730097765577012
40,1115,540,45.483748,45.483063,11.219782,11.214324,299.9,299.9,2.242677,0.89,POINT (673049.2436880118 5038999.820358408),299.9,309.7493,311.7748,303.85160522460933,-5.8976928710937955,304.5821563720703,-7.192654418945324,0.0325582986719265
51,304,541,45.473669,45.472984,11.14376,11.138302,102.2,102.2,1.9812434,0.89,POINT (667137.9830420078 5037719.102703709),102.2,100.7456,101.6161,106.15160522460936,5.406007385253886,106.88215637207033,5.2660598754882955,0.011547056460983418
52,330,541,45.474024,45.473339,11.146423,11.140965,119.0,119.0,1.9975441,0.88,POINT (667345.0808447001 5037764.085710922),119.0,119.8972,118.77646,122.95160522460935,3.0544036865234148,123.68215637207032,4.905697631835949,0.02021835192967769
54,353,541,45.474326,45.473641,11.148695,11.143237,129.7,129.7,1.8101867,0.9,POINT (667521.7716410155 5037802.3720929995),129.7,132.2199,130.9407,133.65160522460934,1.4317108154296534,134.3821563720703,3.4414520263671875,0.02055016123268094
55,381,541,45.474775,45.47409,11.152069,11.146611,172.8,172.8,1.8837549,0.92,POINT (667784.1586317847 5037859.295694028),172.8,176.0551,174.71057,176.75160522460936,0.6965057373046761,177.48215637207034,2.7715850830078352,0.01932634531422872
