ID,SVET,LVET,LAT,LON,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER
1,221,540,45.472638,11.13625,97.7,97.7,2.2880116,0.71
2,329,540,45.473973,11.146259,114.9,114.9,2.2076776,0.77
3,396,540,45.475019,11.154119,207.6,207.6,1.8529912,0.9
4,399,540,45.475076,11.154547,215.5,215.5,1.9246078,0.9
5,402,540,45.475128,11.154941,221.8,221.8,2.1337192,0.83
6,415,540,45.475506,11.15779,305.3,305.3,1.9539883,0.88
7,421,540,45.475588,11.158403,309.2,309.2,1.8920449,0.9
8,450,540,45.475905,11.160783,299,299,1.7734235,0.9
9,470,540,45.476087,11.162145,278.2,278.2,1.8026483,0.92
10,481,540,45.476207,11.163045,274.3,274.3,1.7767338,0.91
11,499,540,45.476384,11.164377,260.8,260.8,1.7253694,0.95
12,547,540,45.47681,11.167564,206.9,206.9,1.7332526,0.94
13,571,540,45.477048,11.169355,189.8,189.8,1.7256769,0.97
14,616,540,45.477591,11.173432,193.3,193.3,1.8387769,0.86
15,626,540,45.477708,11.174309,192.8,192.8,1.8209436,0.9
16,661,540,45.478123,11.177433,193.3,193.3,1.7345634,0.95
17,668,540,45.478208,11.17807,194.1,194.1,1.7211828,0.9
18,707,540,45.478669,11.181536,194.1,194.1,1.7788876,0.92
19,718,540,45.478793,11.182469,191.9,191.9,1.71154,0.94
20,745,540,45.479115,11.18489,193.1,193.1,1.7366556,0.93
21,774,540,45.479458,11.187468,193.2,193.2,1.7899167,0.89
22,785,540,45.479588,11.188443,193.2,193.2,1.8082031,0.9
23,788,540,45.479621,11.188696,192.5,192.5,1.810784,0.89
24,812,540,45.479901,11.190801,191.3,191.3,1.7502013,0.85
25,828,540,45.480084,11.192176,189.2,189.2,1.8465181,0.88
26,830,540,45.480108,11.192356,189.3,189.3,1.8941689,0.84
27,838,540,45.480212,11.193139,192.9,192.9,1.8282641,0.83
28,845,540,45.480322,11.193969,203.4,203.4,1.8739791,0.87
29,867,540,45.480703,11.196837,249.2,249.2,1.8686904,0.81
30,874,540,45.480793,11.197517,252.2,252.2,1.831964,0.84
31,909,540,45.481114,11.199933,218,218,1.8612597,0.81
32,915,540,45.481159,11.200267,208.1,208.1,1.8543343,0.8
33,993,540,45.481834,11.205335,116.3,116.3,2.018057,0.71
34,1041,540,45.482715,11.211988,236.8,236.8,2.4727265,0.83
35,1068,540,45.483078,11.214729,254.6,254.6,2.622714,0.78
36,1099,540,45.4835,11.217912,276.9,276.9,2.3659425,0.82
37,1109,540,45.483646,11.219011,287.8,287.8,2.4414551,0.9
38,1115,540,45.48374,11.219721,296.8,296.8,2.6035636,0.78
39,1172,540,45.484484,11.225335,326.2,326.2,2.5651726,0.7
40,261,541,45.473139,11.13979,96.1,96.1,2.113324,0.7
41,304,541,45.47366,11.14369,98.8,98.8,2.2126197,0.75
42,330,541,45.474016,11.146368,116.2,116.2,2.1974739,0.78
43,345,541,45.474195,11.147711,116.4,116.4,1.9777889,0.76
44,353,541,45.474318,11.148633,126.6,126.6,1.9132837,0.8
45,381,541,45.474769,11.152021,170.5,170.5,1.9835544,0.86
46,455,541,45.475985,11.161164,296.2,296.2,1.7231786,0.89
47,474,541,45.476158,11.162461,276.6,276.6,1.8406795,0.9
48,484,541,45.476268,11.163281,273.1,273.1,1.7447844,0.94
49,488,541,45.476311,11.163608,271.6,271.6,1.7840454,0.94
50,500,541,45.476423,11.164448,260.3,260.3,1.7271837,0.95
51,521,541,45.476614,11.165879,238.5,238.5,1.7786215,0.9
52,567,541,45.477028,11.168983,189.4,189.4,1.7360706,0.97
53,585,541,45.477235,11.170536,186.9,186.9,1.8090533,0.94
54,634,541,45.477831,11.175014,192.8,192.8,1.7266603,0.93
55,734,541,45.479014,11.183908,193.2,193.2,1.997469,0.77
56,739,541,45.479074,11.184355,193.4,193.4,1.861829,0.88
57,741,541,45.479097,11.184531,193.3,193.3,1.8180526,0.9
58,750,541,45.479202,11.185323,192.9,192.9,1.7209068,0.93
59,762,541,45.479347,11.186413,194.2,194.2,1.7453111,0.91
60,819,541,45.480009,11.191393,190.3,190.3,1.7179511,0.92
61,822,541,45.480043,11.191649,189.8,189.8,1.7226725,0.93
62,826,541,45.480089,11.191993,189.2,189.2,1.7850075,0.91
63,887,541,45.480957,11.198534,245.9,245.9,1.793765,0.82
64,905,541,45.481118,11.199743,226.6,226.6,1.8851083,0.78
65,917,541,45.481204,11.200384,205.5,205.5,1.8629703,0.79
66,997,541,45.481906,11.205663,115.4,115.4,2.029892,0.71
67,1000,541,45.48194,11.205917,114.8,114.8,2.0333183,0.71
68,1032,541,45.482604,11.210932,224.1,224.1,2.0593303,0.78
69,1065,541,45.483074,11.214477,255.6,255.6,2.5610919,0.79
70,1070,541,45.48313,11.214895,254.4,254.4,2.5385579,0.8
71,1078,541,45.483238,11.21571,259.9,259.9,2.6502716,0.74
72,1080,541,45.483268,11.21594,262.6,262.6,2.7005892,0.75
73,1083,541,45.483314,11.216285,266.6,266.6,2.7119757,0.75
74,1200,541,45.485022,11.229179,395.7,395.7,1.959182,0.83
75,305,542,45.473702,11.143785,99.4,99.4,2.1326264,0.75
76,318,542,45.473874,11.145082,106.1,106.1,1.999258,0.72
77,334,542,45.474098,11.146762,118.4,118.4,2.1795052,0.81
78,371,542,45.474614,11.150634,146.4,146.4,2.1716605,0.75
79,376,542,45.474715,11.151392,161.8,161.8,2.1009897,0.83
80,436,542,45.475835,11.159817,313.8,313.8,1.8432034,0.91
81,445,542,45.475921,11.160465,306.1,306.1,1.7825138,0.9
82,472,542,45.476165,11.162291,277.4,277.4,1.8296883,0.91
83,475,542,45.476198,11.162538,276.4,276.4,1.8376329,0.9
84,513,542,45.476565,11.165289,245,245,1.8154759,0.93
85,518,542,45.476614,11.16566,241.3,241.3,1.789244,0.92
86,574,542,45.477142,11.169614,190.1,190.1,1.7145062,0.97
87,591,542,45.477341,11.17111,189.3,189.3,1.7901635,0.96
88,627,542,45.477777,11.174387,193,193,1.7798861,0.92
89,631,542,45.477824,11.174738,192.7,192.7,1.7520114,0.93
90,676,542,45.47836,11.178772,194.4,194.4,1.7244583,0.94
91,782,542,45.47961,11.188166,193.4,193.4,1.7936882,0.9
92,791,542,45.479711,11.188929,191.7,191.7,1.800397,0.89
93,840,542,45.480296,11.193327,194.2,194.2,1.8048664,0.86
94,847,542,45.480409,11.194183,206,206,1.8867142,0.87
95,865,542,45.48073,11.196604,247.2,247.2,1.9070211,0.77
96,886,542,45.480977,11.19846,247,247,1.7821509,0.83
97,903,542,45.481133,11.199632,230.3,230.3,1.8973899,0.75
98,907,542,45.481156,11.199808,221.4,221.4,1.8602665,0.81
99,920,542,45.481255,11.200546,200.7,200.7,1.8667706,0.79
100,922,542,45.48127,11.200663,197.7,197.7,1.8619116,0.78
101,948,542,45.48145,11.202012,150.1,150.1,1.7894004,0.78
102,952,542,45.481475,11.202196,141.6,141.6,1.8936603,0.77
103,1034,542,45.482667,11.211182,228.2,228.2,2.0584202,0.78
104,1037,542,45.48271,11.211513,231.5,231.5,2.1287821,0.8
105,1059,542,45.483038,11.21398,257.7,257.7,2.2487042,0.83
106,1062,542,45.483071,11.214233,257.1,257.1,2.520534,0.79
107,1064,542,45.483092,11.21439,256.1,256.1,2.5590785,0.79
108,1071,542,45.483169,11.214973,254.3,254.3,2.5287934,0.8
109,1105,542,45.483647,11.218574,284.3,284.3,2.4005751,0.86
110,1111,542,45.483733,11.219228,290.6,290.6,2.5045193,0.87
111,415,543,45.475592,11.157774,305.7,305.7,1.9647364,0.89
112,425,543,45.475736,11.158854,315,315,1.8468896,0.91
113,441,543,45.475912,11.160176,309.8,309.8,1.7705527,0.92
114,479,543,45.47627,11.162862,275.2,275.2,1.7850138,0.92
115,502,543,45.476501,11.164589,259.2,259.2,1.7444524,0.95
116,560,543,45.477002,11.168342,189.3,189.3,1.7695812,0.96
117,562,543,45.477025,11.168517,189.1,189.1,1.7614382,0.96
118,564,543,45.477049,11.168695,189.1,189.1,1.7480835,0.96
119,570,543,45.477122,11.169246,189.9,189.9,1.7132299,0.97
120,595,543,45.47742,11.171488,190.7,190.7,1.7760294,0.96
121,598,543,45.477461,11.171796,192.8,192.8,1.7428274,0.97
122,629,543,45.477829,11.174557,193,193,1.7578731,0.93
123,708,543,45.478766,11.181599,194,194,1.7290157,0.94
124,721,543,45.478914,11.182711,191.8,191.8,1.7207518,0.94
125,766,543,45.479451,11.18675,194,194,1.7487741,0.9
126,789,543,45.479718,11.188756,192.3,192.3,1.8022357,0.89
127,792,543,45.47975,11.189003,191.3,191.3,1.7929754,0.88
128,818,543,45.480055,11.191292,190.4,190.4,1.7284035,0.92
129,839,543,45.480309,11.193202,192.8,192.8,1.7994987,0.85
130,845,543,45.480402,11.19391,201.6,201.6,1.8727979,0.88
131,857,543,45.480617,11.195529,229.3,229.3,1.9247192,0.82
132,905,543,45.481174,11.199723,226.4,226.4,1.8800725,0.78
133,911,543,45.481215,11.200029,215.1,215.1,1.8590439,0.79
134,921,543,45.481291,11.200599,199.3,199.3,1.8689249,0.78
135,1042,543,45.482811,11.21205,236.7,236.7,2.251317,0.83
136,1048,543,45.482915,11.212833,249.3,249.3,2.1023064,0.85
137,1077,543,45.483278,11.215574,258.3,258.3,2.6676181,0.76
138,1120,543,45.48391,11.220338,306.8,306.8,2.1778283,0.77
139,1130,543,45.484134,11.222036,347.7,347.7,2.5964887,0.72
140,1139,543,45.484222,11.222697,341,341,2.3763499,0.8
141,1157,543,45.484386,11.223932,323.3,323.3,2.4979543,0.74
142,1164,543,45.484463,11.224509,321.3,321.3,2.6628872,0.74
143,317,544,45.473919,11.144973,105.9,105.9,1.9862387,0.73
144,327,544,45.474055,11.145999,112.4,112.4,2.1142156,0.74
145,336,544,45.47418,11.146934,118.9,118.9,2.1370743,0.8
146,340,544,45.474224,11.147265,117.6,117.6,2.0053063,0.79
147,348,544,45.474319,11.14798,117.6,117.6,1.9757976,0.76
148,350,544,45.474346,11.148183,118.8,118.8,1.9937311,0.76
149,362,544,45.474527,11.149536,132.6,132.6,1.8562121,0.82
150,372,544,45.474692,11.150781,150,150,2.0872258,0.79
151,375,544,45.474749,11.15121,158,158,2.0886236,0.82
152,463,544,45.476145,11.161703,288.8,288.8,1.7551353,0.87
153,465,544,45.476155,11.161774,283.4,283.4,1.7249872,0.9
154,476,544,45.476267,11.162613,276.5,276.5,1.8117982,0.92
155,504,544,45.476549,11.164733,257.9,257.9,1.7508217,0.95
156,536,544,45.476809,11.166676,213,213,1.7095673,0.94
157,568,544,45.477126,11.169053,189.6,189.6,1.7217301,0.97
158,581,544,45.47726,11.17006,182.1,182.1,1.7580698,0.91
159,602,544,45.477539,11.172155,193.4,193.4,1.7615222,0.92
160,608,544,45.47761,11.172694,193.6,193.6,1.7995434,0.92
161,622,544,45.477776,11.173943,193.8,193.8,1.7671725,0.92
162,654,544,45.478157,11.176799,194.3,194.3,1.7447234,0.96
163,672,544,45.47837,11.178406,194.6,194.6,1.7340246,0.93
164,679,544,45.478452,11.179023,194.4,194.4,1.7066761,0.95
165,777,544,45.479608,11.187712,193.7,193.7,1.7661969,0.91
166,798,544,45.479849,11.189523,191.1,191.1,1.7837315,0.86
167,801,544,45.479886,11.189803,191.8,191.8,1.8005262,0.84
168,806,544,45.479946,11.190252,192,192,1.7953304,0.83
169,815,544,45.480049,11.191026,190.8,190.8,1.7353248,0.91
170,848,544,45.480484,11.194307,208.5,208.5,1.8890144,0.87
171,858,544,45.480664,11.195661,231.8,231.8,1.937369,0.81
172,871,544,45.480871,11.19722,252.2,252.2,1.8142021,0.84
173,923,544,45.481335,11.200708,196.3,196.3,1.8734715,0.77
174,934,544,45.481403,11.201218,173.1,173.1,1.9314666,0.78
175,992,544,45.481935,11.205218,116.4,116.4,2.0213416,0.71
176,996,544,45.48198,11.20555,115.4,115.4,2.0388452,0.71
177,1038,544,45.48278,11.211595,232,232,2.146565,0.77
178,1055,544,45.483043,11.213576,256,256,2.2848587,0.83
179,1067,544,45.48318,11.214613,254.8,254.8,2.4848777,0.83
180,1086,544,45.483447,11.216628,271.6,271.6,2.7745663,0.76
181,1115,544,45.483861,11.219749,299.8,299.8,2.5116121,0.83
182,1197,544,45.485067,11.228858,394,394,2.2261808,0.8
183,320,545,45.473985,11.145254,106.9,106.9,1.9978599,0.73
184,332,545,45.474158,11.146552,118,118,2.1719839,0.77
185,335,545,45.474196,11.146837,118.9,118.9,2.1494445,0.79
186,379,545,45.474851,11.151751,167.5,167.5,2.033087,0.85
187,419,545,45.475702,11.158159,307.9,307.9,1.9594975,0.91
188,434,545,45.475903,11.159666,316.3,316.3,1.8580095,0.92
189,468,545,45.476209,11.161957,279.7,279.7,1.7598494,0.92
190,508,545,45.47661,11.16497,252.4,252.4,1.7760459,0.95
191,531,545,45.476792,11.166333,218.4,218.4,1.7203417,0.95
192,625,545,45.47784,11.174202,193.8,193.8,1.7366637,0.93
193,669,545,45.478363,11.178132,194.7,194.7,1.6798126,0.95
194,790,545,45.479785,11.188825,192.1,192.1,1.7918199,0.89
195,800,545,45.479902,11.189704,191.6,191.6,1.7907418,0.85
196,809,545,45.480009,11.190504,191.7,191.7,1.7835454,0.84
197,846,545,45.480473,11.194002,202.5,202.5,1.8807808,0.89
198,849,545,45.480531,11.19444,211.1,211.1,1.9163199,0.87
199,855,545,45.480642,11.195272,226.1,226.1,1.8984465,0.82
200,865,545,45.480814,11.196572,246.7,246.7,1.8970793,0.78
201,883,545,45.481033,11.198219,249.4,249.4,1.7365134,0.87
202,903,545,45.481216,11.199596,229.7,229.7,1.8999258,0.75
203,914,545,45.481294,11.200183,210.3,210.3,1.8875661,0.77
204,998,545,45.482031,11.205714,115.1,115.1,2.0429844,0.71
205,1044,545,45.4829,11.212277,240,240,2.2791321,0.82
206,1048,545,45.482971,11.212812,249.1,249.1,2.1172632,0.84
207,1062,545,45.483156,11.214208,257,257,2.5155153,0.81
208,1065,545,45.483187,11.214444,255.5,255.5,2.4524897,0.84
209,1080,545,45.483383,11.21592,263.1,263.1,2.7812213,0.78
210,1083,545,45.483431,11.216285,268.1,268.1,2.751765,0.8
211,1099,545,45.48365,11.217937,280.1,280.1,2.1774379,0.84
212,1134,545,45.484232,11.222335,345.8,345.8,2.4507341,0.8
213,1149,545,45.484378,11.223434,334.5,334.5,2.5069998,0.77
214,314,546,45.473936,11.144666,104.8,104.8,1.9270053,0.78
215,334,546,45.474212,11.146735,118.6,118.6,2.1552792,0.78
216,380,546,45.474897,11.151876,169.6,169.6,2.0074614,0.86
217,398,546,45.475231,11.154389,214.4,214.4,1.9265016,0.91
218,401,546,45.475291,11.154845,223.7,223.7,1.9452424,0.92
219,552,546,45.476999,11.167664,192.1,192.1,1.7569416,0.93
220,564,546,45.477134,11.168674,189.2,189.2,1.7504941,0.96
221,597,546,45.477534,11.171683,192.7,192.7,1.7505538,0.96
222,624,546,45.477858,11.174113,194.2,194.2,1.7355724,0.93
223,730,546,45.479107,11.183503,192.6,192.6,1.7812791,0.9
224,772,546,45.479606,11.187254,193.7,193.7,1.7633814,0.89
225,820,546,45.480163,11.191447,190.5,190.5,1.7447384,0.91
226,939,546,45.481503,11.201529,167.3,167.3,1.9526229,0.71
227,1001,546,45.482094,11.205967,114.9,114.9,2.0561696,0.7
228,1060,546,45.483162,11.214033,257.5,257.5,2.5297416,0.79
229,1145,546,45.48437,11.223149,338.3,338.3,2.1104457,0.87
230,1199,546,45.485152,11.229051,395.7,395.7,2.0037955,0.87
231,282,547,45.473563,11.141647,97.3,97.3,2.007604,0.7
232,315,547,45.473978,11.144756,105.2,105.2,1.9232955,0.78
233,329,547,45.474173,11.146223,115.8,115.8,2.1395074,0.74
234,333,547,45.474228,11.146632,118.3,118.3,2.1512633,0.76
235,390,547,45.475116,11.153304,196.5,196.5,1.9697881,0.87
236,394,547,45.475187,11.153843,205.5,205.5,1.9222869,0.88
237,405,547,45.475403,11.155466,237.2,237.2,1.9712194,0.9
238,415,547,45.475705,11.157738,305.4,305.4,2.0252494,0.89
239,424,547,45.475837,11.158729,314.8,314.8,1.8509116,0.91
240,460,547,45.476215,11.161565,296.3,296.3,1.6874342,0.89
241,501,547,45.476603,11.164475,259.5,259.5,1.739381,0.96
242,515,547,45.476728,11.165411,244.1,244.1,1.7343614,0.93
243,527,547,45.476819,11.166096,225.1,225.1,1.7369916,0.92
244,537,547,45.476903,11.166725,212.1,212.1,1.7125002,0.94
245,556,547,45.477069,11.167966,189.8,189.8,1.7684752,0.96
246,558,547,45.477092,11.168139,189.5,189.5,1.7729188,0.96
247,560,547,45.477115,11.168313,189.3,189.3,1.7703799,0.96
248,566,547,45.477187,11.16885,189.5,189.5,1.7404443,0.96
249,596,547,45.477549,11.171573,192.1,192.1,1.7579306,0.96
250,653,547,45.478231,11.176699,194.9,194.9,1.737697,0.97
251,692,547,45.47869,11.180148,194,194,2.2386178,0.93
252,696,547,45.478739,11.180513,194.5,194.5,2.1961064,0.91
253,706,547,45.478858,11.18141,194.9,194.9,1.724603,0.94
254,716,547,45.47897,11.182252,192.7,192.7,1.7036531,0.94
255,723,547,45.479051,11.182863,192.1,192.1,1.7229139,0.94
256,763,547,45.47953,11.186462,194.5,194.5,1.7754615,0.88
257,796,547,45.479911,11.189326,191.3,191.3,1.7807094,0.87
258,825,547,45.480249,11.19187,189.9,189.9,1.7701394,0.88
259,835,547,45.480369,11.192771,190.6,190.6,1.7933411,0.85
260,881,547,45.481069,11.198049,250.5,250.5,1.7351362,0.88
261,886,547,45.481119,11.198428,247.3,247.3,1.7321791,0.87
262,925,547,45.481433,11.200783,192.4,192.4,1.8941396,0.76
263,951,547,45.481609,11.202101,143.2,143.2,1.8678309,0.81
264,995,547,45.482053,11.205441,115.5,115.5,2.0513564,0.7
265,1053,547,45.483097,11.213326,253.4,253.4,2.2254355,0.84
266,1076,547,45.483378,11.215437,257.4,257.4,2.6712652,0.79
267,1109,547,45.483848,11.218983,289.1,289.1,2.3060729,0.88
268,1128,547,45.484232,11.221889,350.8,350.8,2.2077655,0.83
269,1130,547,45.484251,11.222035,349.2,349.2,2.5486785,0.72
270,1165,547,45.484595,11.224626,324.3,324.3,2.7059405,0.71
271,1178,547,45.484846,11.226518,361.7,361.7,2.6121961,0.74
272,321,548,45.474083,11.145328,107.3,107.3,1.9884228,0.74
273,364,548,45.474669,11.149727,134.8,134.8,1.8459513,0.82
274,379,548,45.474936,11.15173,167.6,167.6,2.0270397,0.86
275,419,548,45.475789,11.158151,308.6,308.6,2.0173549,0.89
276,421,548,45.475819,11.158376,310.9,310.9,1.9312238,0.9
277,427,548,45.475911,11.15907,318.8,318.8,1.8083473,0.91
278,436,548,45.47601,11.159806,315.5,315.5,1.819188,0.92
279,467,548,45.476287,11.161887,281.7,281.7,1.7319856,0.93
280,564,548,45.477191,11.16866,189.2,189.2,1.7524812,0.96
281,585,548,45.477431,11.170466,186.1,186.1,1.7801233,0.94
282,594,548,45.477552,11.171371,191.3,191.3,1.7610623,0.96
283,604,548,45.477676,11.172304,193.4,193.4,1.8106744,0.9
284,735,548,45.479225,11.183949,193.5,193.5,1.9089804,0.83
285,741,548,45.479296,11.18448,193.4,193.4,1.774057,0.92
286,795,548,45.479928,11.189234,191.5,191.5,1.783217,0.86
287,813,548,45.48014,11.190831,191.5,191.5,1.7661121,0.88
288,822,548,45.480244,11.191609,190.5,190.5,1.7579814,0.89
289,840,548,45.480461,11.193246,192.5,192.5,1.7909398,0.85
290,859,548,45.480796,11.195769,234.4,234.4,1.9090497,0.81
291,869,548,45.480959,11.196997,251.4,251.4,1.8406771,0.8
292,904,548,45.481308,11.199621,227.6,227.6,1.8949102,0.76
293,912,548,45.481367,11.200065,214.5,214.5,1.8839321,0.76
294,934,548,45.481519,11.201205,174,174,1.9254208,0.74
295,1020,548,45.482511,11.208675,167,167,2.9502115,0.7
296,1032,548,45.482804,11.210887,224.6,224.6,2.4158553,0.7
297,1062,548,45.483239,11.214171,256.3,256.3,2.4790735,0.83
298,1064,548,45.48326,11.21433,255.4,255.4,2.4365901,0.85
299,1068,548,45.483302,11.214642,253.3,253.3,2.3425001,0.88
300,1080,548,45.483469,11.215909,263.7,263.7,2.8272201,0.79
301,1126,548,45.484239,11.221718,351.4,351.4,2.2507788,0.87
302,1137,548,45.48435,11.222559,344.9,344.9,2.118922,0.84
303,320,549,45.474099,11.145222,106.8,106.8,1.9623318,0.76
304,328,549,45.474215,11.146095,114.7,114.7,2.1077768,0.7
305,358,549,45.474618,11.14912,131.7,131.7,1.8546547,0.81
306,362,549,45.47467,11.149511,133.3,133.3,1.8385438,0.81
307,369,549,45.47479,11.150413,147,147,1.9934813,0.83
308,373,549,45.474859,11.150932,155,155,1.9484468,0.83
309,393,549,45.475235,11.153758,206.4,206.4,2.0243907,0.88
310,396,549,45.475287,11.154149,212.5,212.5,2.005809,0.89
311,408,549,45.475668,11.157017,301.4,301.4,2.2796836,0.84
312,418,549,45.475804,11.158045,308.2,308.2,2.0848644,0.88
313,428,549,45.475954,11.15917,319.7,319.7,1.7977403,0.91
314,489,549,45.476554,11.163669,273.3,273.3,1.7533689,0.96
315,503,549,45.47668,11.164613,258.3,258.3,1.7413139,0.96
316,563,549,45.477207,11.168563,189.2,189.2,1.7597637,0.96
317,571,549,45.477306,11.169306,190.8,190.8,1.7031859,0.95
318,622,549,45.477922,11.173931,195.1,195.1,1.750141,0.94
319,647,549,45.478218,11.176159,195.3,195.3,1.7093209,0.98
320,654,549,45.478301,11.176783,195.4,195.4,1.7475977,0.98
321,656,549,45.478324,11.176957,195.3,195.3,1.7510385,0.98
322,706,549,45.478915,11.181397,195.1,195.1,1.7203612,0.92
323,754,549,45.479478,11.185633,193.7,193.7,1.7194756,0.93
324,764,549,45.479599,11.186539,194.6,194.6,1.832806,0.83
325,773,549,45.479704,11.187328,194.2,194.2,1.7582051,0.89
326,776,549,45.47974,11.187602,194.5,194.5,1.7647134,0.89
327,785,549,45.479844,11.188386,193.8,193.8,1.8025701,0.89
328,808,549,45.480111,11.190389,192,192,1.8060003,0.84
329,811,549,45.480146,11.190651,191.7,191.7,1.7970535,0.85
330,827,549,45.480329,11.192034,189.9,189.9,1.8006703,0.83
331,845,549,45.480562,11.193786,197.7,197.7,1.8435103,0.88
332,865,549,45.480923,11.196511,245.3,245.3,1.8913002,0.77
333,876,549,45.481073,11.19764,253,253,1.7481757,0.88
334,880,549,45.481116,11.197962,251.3,251.3,1.7243712,0.89
335,913,549,45.481403,11.200115,212.9,212.9,1.9099981,0.73
336,922,549,45.481467,11.200593,197,197,1.9032928,0.7
337,926,549,45.481493,11.200793,189.2,189.2,1.8838936,0.78
338,944,549,45.481624,11.20177,158.4,158.4,1.9485488,0.71
339,958,549,45.481725,11.202534,134.6,134.6,1.9963815,0.7
340,1038,549,45.482918,11.211528,230.6,230.6,2.1789932,0.73
341,1116,549,45.48403,11.219919,305.8,305.8,2.4891559,0.81
342,1160,549,45.484586,11.224111,321.3,321.3,2.3413424,0.83
343,209,550,45.472783,11.13514,99.7,99.7,2.0107464,0.71
344,308,550,45.47397,11.144035,101.6,101.6,1.9910225,0.76
345,402,550,45.475434,11.155034,230.2,230.2,1.8316814,0.91
346,406,550,45.475499,11.155523,236.7,236.7,1.8662629,0.89
347,417,550,45.475818,11.157929,307.2,307.2,2.1742728,0.86
348,431,550,45.476019,11.159439,320.2,320.2,1.8116141,0.92
349,595,550,45.477624,11.171475,192.8,192.8,1.7511976,0.94
350,618,550,45.477903,11.173567,195.1,195.1,1.7640385,0.95
351,621,550,45.477938,11.173837,195.2,195.2,1.7584474,0.94
352,629,550,45.478031,11.174533,194.5,194.5,1.730889,0.95
353,636,550,45.478113,11.175148,194.1,194.1,1.7555525,0.94
354,700,550,45.478872,11.180857,195.1,195.1,1.8300538,0.94
355,794,550,45.479974,11.189137,191.9,191.9,1.7868866,0.86
356,815,550,45.480221,11.190994,191.6,191.6,1.776673,0.89
357,836,550,45.480466,11.192843,190.9,190.9,1.7861186,0.85
358,883,550,45.481175,11.198187,249.7,249.7,1.7171727,0.88
359,894,550,45.481271,11.198906,236.9,236.9,1.9167703,0.73
360,901,550,45.481337,11.199402,230.7,230.7,1.9030834,0.75
361,910,550,45.481409,11.199944,218,218,1.8644862,0.76
362,1055,550,45.483206,11.213481,253.5,253.5,2.4297251,0.76
363,1078,550,45.483495,11.215662,261,261,2.8596457,0.79
364,1081,550,45.483543,11.216024,265.8,265.8,2.8450266,0.8
365,1083,550,45.483577,11.21628,269.8,269.8,2.8396093,0.79
366,1130,550,45.484341,11.222049,351.1,351.1,2.402559,0.75
367,1144,550,45.48448,11.223098,341.7,341.7,1.9740245,0.83
368,1152,550,45.484555,11.223662,334.6,334.6,2.384225,0.75
369,306,551,45.473972,11.143829,100.7,100.7,2.0218927,0.74
370,313,551,45.474064,11.144518,103.8,103.8,1.9284968,0.79
371,330,551,45.474301,11.146299,116.7,116.7,2.0715874,0.71
372,372,551,45.474905,11.150836,155.4,155.4,1.8932237,0.83
373,374,551,45.474935,11.151063,157.8,157.8,1.8863675,0.84
374,419,551,45.475875,11.158131,308.8,308.8,2.1378449,0.86
375,426,551,45.475983,11.158943,318.1,318.1,1.8396815,0.91
376,430,551,45.476038,11.159357,320.9,320.9,1.79747,0.91
377,445,551,45.476184,11.160455,309.1,309.1,1.7491732,0.92
378,520,551,45.476885,11.165707,238.2,238.2,1.6597007,0.94
379,561,551,45.477241,11.168375,189.5,189.5,1.7655238,0.96
380,586,551,45.477532,11.170563,187.7,187.7,1.7705072,0.95
381,605,551,45.477773,11.172374,193.6,193.6,1.8091347,0.91
382,615,551,45.477895,11.173288,194.9,194.9,1.7715265,0.96
383,657,551,45.478393,11.177032,195.3,195.3,1.7532893,0.98
384,669,551,45.478535,11.178098,195.3,195.3,1.7256942,0.96
385,679,551,45.478652,11.178981,195,195,1.707275,0.96
386,752,551,45.479511,11.185436,193.5,193.5,1.6770334,0.95
387,819,551,45.480296,11.191339,191.4,191.4,1.7755342,0.89
388,823,551,45.480341,11.191681,190.8,190.8,1.7810672,0.85
389,847,551,45.480651,11.194015,201.1,201.1,1.896638,0.89
390,851,551,45.480722,11.194552,210.2,210.2,2.044213,0.89
391,897,551,45.481329,11.199118,234.6,234.6,1.9415012,0.7
392,904,551,45.48139,11.199578,226.7,226.7,1.8832142,0.76
393,920,551,45.48151,11.200478,200.8,200.8,1.918714,0.71
394,937,551,45.481631,11.201383,170.8,170.8,1.9208562,0.71
395,1072,551,45.483428,11.214932,251.3,251.3,2.5086228,0.85
396,1086,551,45.483659,11.216676,276.8,276.8,2.8865791,0.78
397,1091,551,45.483742,11.217302,286,286,2.2019721,0.85
398,1104,551,45.483893,11.218443,285.7,285.7,2.0729827,0.89
399,1147,551,45.484538,11.223312,339.6,339.6,2.0527029,0.87
400,1164,551,45.484706,11.224573,327.6,327.6,2.5458405,0.73
401,1168,551,45.48477,11.225057,334.2,334.2,2.6521623,0.71
402,1170,551,45.484799,11.225275,336.3,336.3,2.6917769,0.71
403,1177,551,45.48494,11.226347,359.2,359.2,2.6529287,0.75
404,197,552,45.472712,11.13417,105.6,105.6,1.987913,0.71
405,212,552,45.472875,11.135386,99.4,99.4,2.0277525,0.72
406,362,552,45.474758,11.149511,134.5,134.5,1.8618762,0.81
407,377,552,45.475009,11.151396,161.4,161.4,1.9203152,0.86
408,390,552,45.475276,11.153405,203.4,203.4,2.272163,0.86
409,397,552,45.475401,11.154348,219.1,219.1,1.9856183,0.88
410,412,552,45.47581,11.157426,305.1,305.1,2.3270517,0.84
411,422,552,45.475949,11.158467,312.6,312.6,1.9402776,0.87
412,425,552,45.475997,11.158832,317.4,317.4,1.8408293,0.9
